metatype	system_cluster	gold_cluster	similarity
Entity	cluster-NILE20066	cluster-NILE20066	2
Entity	cluster-NILE20067	cluster-NILE20067	2
Entity	cluster-NILE20069	cluster-NILE20069	4
Entity	cluster-NILE20070	cluster-NILE20070	1
Entity	cluster-NILE20071	cluster-NILE20071	3
Entity	cluster-NILE20072	cluster-NILE20072	1
Entity	cluster-NILE20073	cluster-NILE20073	1
Entity	cluster-NILE20074	cluster-NILE20074	1
Entity	cluster-NILE20075	cluster-NILE20075	8
Entity	cluster-NILE20076	cluster-NILE20076	2
Entity	cluster-NILE20077	cluster-NILE20077	2
Entity	cluster-NILE20078	cluster-NILE20078	1
Entity	cluster-NILE20079	cluster-NILE20079	1
Entity	cluster-NILE20080	cluster-NILE20080	1
Entity	cluster-NILE20081	cluster-NILE20081	3
Entity	cluster-NILE20082	cluster-NILE20082	1
Entity	cluster-NILE20083	cluster-NILE20083	1
Entity	cluster-NILE20084	cluster-NILE20084	8
Entity	cluster-NILE20085	cluster-NILE20085	1
Entity	cluster-NILE20086	cluster-NILE20086	1
Entity	cluster-NILE20087	cluster-NILE20087	1
Entity	cluster-NILE20088	cluster-NILE20088	1
Entity	cluster-NILE20089	cluster-NILE20089	2
Entity	cluster-NILE20090	cluster-NILE20090	3
Entity	cluster-NILE20091	cluster-NILE20091	1
Entity	cluster-NILE20092	cluster-NILE20092	1
Entity	cluster-NILE20093	cluster-NILE20093	1
Entity	cluster-NILE20094	cluster-NILE20094	3
Entity	cluster-NILE20095	cluster-NILE20095	1
Entity	cluster-NILE20096	cluster-NILE20096	1
Entity	cluster-NILE20097	cluster-NILE20097	2
Entity	cluster-NILE20098	cluster-NILE20098	1
Entity	cluster-NILE20099	cluster-NILE20099	2
Entity	cluster-NILE20100	cluster-NILE20100	8
Entity	cluster-NILE20101	cluster-NILE20101	2
Entity	cluster-NILE20102	cluster-NILE20102	1
Entity	cluster-NILE20103	cluster-NILE20103	6
Entity	cluster-NILE20104	cluster-NILE20104	24
Entity	cluster-NILE20105	cluster-NILE20105	5
Entity	cluster-NILE20106	cluster-NILE20106	1
Entity	cluster-NILE20107	cluster-NILE20107	4
Entity	cluster-NILE20108	cluster-NILE20108	1
Entity	cluster-NILE20109	cluster-NILE20109	2
Entity	cluster-NILE20110	cluster-NILE20110	1
Entity	cluster-NILE20111	cluster-NILE20111	2
Entity	cluster-NILE20112	cluster-NILE20112	2
Entity	cluster-NILE20113	cluster-NILE20113	3
Entity	cluster-NILE20114	cluster-NILE20114	1
Entity	cluster-NILE20115	cluster-NILE20115	4
Entity	cluster-NILE20116	cluster-NILE20116	1
Entity	cluster-NILE20117	cluster-NILE20117	2
Entity	cluster-NILE20118	cluster-NILE20118	3
Entity	cluster-NILE20119	cluster-NILE20119	1
Entity	cluster-NILE20120	cluster-NILE20120	4
Entity	cluster-NILE20121	cluster-NILE20121	1
Entity	cluster-NILE20122	cluster-NILE20122	4
Entity	cluster-NILE20123	cluster-NILE20123	3
Entity	cluster-NILE20124	cluster-NILE20124	2
Entity	cluster-NILE20125	cluster-NILE20125	1
Entity	cluster-NILE20126	cluster-NILE20126	2
Entity	cluster-NILE20127	cluster-NILE20127	1
Entity	cluster-NILE20128	cluster-NILE20128	1
Entity	cluster-NILE20129	cluster-NILE20129	1
Entity	cluster-NILE20130	cluster-NILE20130	3
Entity	cluster-NILE20131	cluster-NILE20131	1
Entity	cluster-NILE20132	cluster-NILE20132	2
Entity	cluster-NILE20133	cluster-NILE20133	2
Entity	cluster-NILE20134	cluster-NILE20134	1
Entity	cluster-NILE20135	cluster-NILE20135	1
Entity	cluster-NILE20136	cluster-NILE20136	2
Entity	cluster-NILE20137	cluster-NILE20137	2
Relation	cluster-NILR20066	cluster-NILR20066	1
Relation	cluster-NILR20067	cluster-NILR20067	1
Relation	cluster-NILR20068	cluster-NILR20068	1
Relation	cluster-NILR20069	cluster-NILR20069	1
Relation	cluster-NILR20070	cluster-NILR20070	1
Relation	cluster-NILR20071	cluster-NILR20071	1
Relation	cluster-NILR20072	cluster-NILR20072	1
Relation	cluster-NILR20073	cluster-NILR20073	1
Relation	cluster-NILR20075	cluster-NILR20075	1
Relation	cluster-NILR20076	cluster-NILR20076	1
Relation	cluster-NILR20077	cluster-NILR20077	1
Relation	cluster-NILR20078	cluster-NILR20078	1
Relation	cluster-NILR20079	cluster-NILR20079	1
Relation	cluster-NILR20080	cluster-NILR20080	1
Relation	cluster-NILR20081	cluster-NILR20081	1
Relation	cluster-NILR20082	cluster-NILR20082	1
Relation	cluster-NILR20083	cluster-NILR20083	1
Relation	cluster-NILR20084	cluster-NILR20084	1
Relation	cluster-NILR20085	cluster-NILR20085	1
Relation	cluster-NILR20086	cluster-NILR20086	1
Relation	cluster-NILR20087	cluster-NILR20087	1
Relation	cluster-NILR20088	cluster-NILR20088	1
Relation	cluster-NILR20090	cluster-NILR20090	1
Relation	cluster-NILR20091	cluster-NILR20091	1
Event	cluster-NILV20066	cluster-NILV20066	5
Event	cluster-NILV20067	cluster-NILV20067	2
Event	cluster-NILV20068	cluster-NILV20068	1
Event	cluster-NILV20069	cluster-NILV20069	1
Event	cluster-NILV20070	cluster-NILV20070	1
Event	cluster-NILV20071	cluster-NILV20071	1
Event	cluster-NILV20072	cluster-NILV20072	1
Event	cluster-NILV20073	cluster-NILV20073	1
Event	cluster-NILV20074	cluster-NILV20074	3
Event	cluster-NILV20075	cluster-NILV20075	1
Event	cluster-NILV20076	cluster-NILV20076	1
Event	cluster-NILV20077	cluster-NILV20077	1
Event	cluster-NILV20078	cluster-NILV20078	1
Event	cluster-NILV20079	cluster-NILV20079	1
Event	cluster-NILV20080	cluster-NILV20080	1
Event	cluster-NILV20081	cluster-NILV20081	1
Event	cluster-NILV20082	cluster-NILV20082	1
Event	cluster-NILV20083	cluster-NILV20083	1
Event	cluster-NILV20084	cluster-NILV20084	1
Event	cluster-NILV20085	cluster-NILV20085	1
Event	cluster-NILV20086	cluster-NILV20086	1
Event	cluster-NILV20087	cluster-NILV20087	1
Event	cluster-NILV20088	cluster-NILV20088	1
Event	cluster-NILV20089	cluster-NILV20089	3
Event	cluster-NILV20090	cluster-NILV20090	1
