metatype	system_cluster	gold_cluster	similarity
Entity	cluster-NILE20830	cluster-NILE20830	1
Entity	cluster-NILE20831	cluster-NILE20831	1
Entity	cluster-NILE20832	cluster-NILE20832	1
Entity	cluster-NILE20833	cluster-NILE20833	1
Entity	cluster-NILE20834	cluster-NILE20834	1
Entity	cluster-NILE20835	cluster-NILE20835	1
Entity	cluster-NILE20836	cluster-NILE20836	1
Entity	cluster-NILE20837	cluster-NILE20837	1
Entity	cluster-NILE20838	cluster-NILE20838	1
Entity	cluster-NILE20839	cluster-NILE20839	1
Entity	cluster-NILE20840	cluster-NILE20840	1
Entity	cluster-NILE20841	cluster-NILE20841	1
Entity	cluster-NILE20842	cluster-NILE20842	1
Entity	cluster-NILE20843	cluster-NILE20843	1
Entity	cluster-NILE20844	cluster-NILE20844	1
Entity	cluster-NILE20845	cluster-NILE20845	1
Entity	cluster-NILE20846	cluster-NILE20846	1
Entity	cluster-NILE20847	cluster-NILE20847	1
Entity	cluster-NILE20848	cluster-NILE20848	1
Entity	cluster-NILE20849	cluster-NILE20849	1
Entity	cluster-NILE20850	cluster-NILE20850	1
Entity	cluster-NILE20851	cluster-NILE20851	2
Entity	cluster-NILE20852	cluster-NILE20852	1
Entity	cluster-NILE20853	cluster-NILE20853	3
Entity	cluster-NILE20854	cluster-NILE20854	2
Entity	cluster-NILE20855	cluster-NILE20855	1
Entity	cluster-NILE20856	cluster-NILE20856	1
Entity	cluster-NILE20857	cluster-NILE20857	1
Entity	cluster-NILE20858	cluster-NILE20858	2
Entity	cluster-NILE20859	cluster-NILE20859	3
Entity	cluster-NILE20860	cluster-NILE20860	1
Entity	cluster-NILE20861	cluster-NILE20861	1
Entity	cluster-NILE20862	cluster-NILE20862	1
Entity	cluster-NILE20863	cluster-NILE20863	1
Entity	cluster-NILE20864	cluster-NILE20864	6
Entity	cluster-NILE20865	cluster-NILE20865	1
Entity	cluster-NILE20866	cluster-NILE20866	6
Entity	cluster-NILE20867	cluster-NILE20867	1
Entity	cluster-NILE20868	cluster-NILE20868	1
Entity	cluster-NILE20869	cluster-NILE20869	1
Entity	cluster-NILE20870	cluster-NILE20870	2
Entity	cluster-NILE20871	cluster-NILE20871	2
Entity	cluster-NILE20872	cluster-NILE20872	1
Entity	cluster-NILE20873	cluster-NILE20873	1
Entity	cluster-NILE20874	cluster-NILE20874	1
Entity	cluster-NILE20875	cluster-NILE20875	3
Entity	cluster-NILE20876	cluster-NILE20876	1
Entity	cluster-NILE20877	cluster-NILE20877	1
Entity	cluster-NILE20878	cluster-NILE20878	1
Entity	cluster-NILE20879	cluster-NILE20879	1
Entity	cluster-NILE20880	cluster-NILE20880	1
Entity	cluster-NILE20881	cluster-NILE20881	1
Entity	cluster-NILE20882	cluster-NILE20882	4
Entity	cluster-NILE20883	cluster-NILE20883	3
Entity	cluster-NILE20884	cluster-NILE20884	1
Entity	cluster-NILE20885	cluster-NILE20885	1
Entity	cluster-NILE20886	cluster-NILE20886	1
Relation	cluster-NILR20870	cluster-NILR20870	1
Relation	cluster-NILR20871	cluster-NILR20871	1
Relation	cluster-NILR20872	cluster-NILR20872	1
Relation	cluster-NILR20873	cluster-NILR20873	1
Relation	cluster-NILR20874	cluster-NILR20874	1
Relation	cluster-NILR20875	cluster-NILR20875	1
Relation	cluster-NILR20876	cluster-NILR20876	1
Relation	cluster-NILR20877	cluster-NILR20877	1
Relation	cluster-NILR20878	cluster-NILR20878	1
Event	cluster-NILV20870	cluster-NILV20870	2
Event	cluster-NILV20871	cluster-NILV20871	1
Event	cluster-NILV20872	cluster-NILV20872	1
Event	cluster-NILV20873	cluster-NILV20873	2
Event	cluster-NILV20874	cluster-NILV20874	1
Event	cluster-NILV20875	cluster-NILV20875	1
Event	cluster-NILV20876	cluster-NILV20876	1
Event	cluster-NILV20877	cluster-NILV20877	1
Event	cluster-NILV20878	cluster-NILV20878	1
Event	cluster-NILV20879	cluster-NILV20879	1
Event	cluster-NILV20880	cluster-NILV20880	2
Event	cluster-NILV20881	cluster-NILV20881	1
Event	cluster-NILV20882	cluster-NILV20882	2
Event	cluster-NILV20883	cluster-NILV20883	1
Event	cluster-NILV20884	cluster-NILV20884	1
Event	cluster-NILV20885	cluster-NILV20885	2
Event	cluster-NILV20886	cluster-NILV20886	3
Event	cluster-NILV20888	cluster-NILV20888	1
