metatype	system_cluster	gold_cluster	similarity
Entity	cluster-NILE21230	cluster-NILE21230	3
Entity	cluster-NILE21231	cluster-NILE21231	4
Entity	cluster-NILE21232	cluster-NILE21232	3
Entity	cluster-NILE21233	cluster-NILE21233	9
Entity	cluster-NILE21234	cluster-NILE21234	1
Entity	cluster-NILE21235	cluster-NILE21235	4
Entity	cluster-NILE21236	cluster-NILE21236	6
Entity	cluster-NILE21237	cluster-NILE21237	5
Entity	cluster-NILE21238	cluster-NILE21238	2
Entity	cluster-NILE21239	cluster-NILE21239	1
Entity	cluster-NILE21240	cluster-NILE21240	3
Entity	cluster-NILE21241	cluster-NILE21241	5
Entity	cluster-NILE21242	cluster-NILE21242	2
Entity	cluster-NILE21243	cluster-NILE21243	1
Entity	cluster-NILE21244	cluster-NILE21244	3
Entity	cluster-NILE21245	cluster-NILE21245	1
Entity	cluster-NILE21246	cluster-NILE21246	4
Entity	cluster-NILE21247	cluster-NILE21247	2
Entity	cluster-NILE21248	cluster-NILE21248	1
Entity	cluster-NILE21249	cluster-NILE21249	1
Entity	cluster-NILE21250	cluster-NILE21250	1
Entity	cluster-NILE21251	cluster-NILE21251	1
Entity	cluster-NILE21252	cluster-NILE21252	1
Entity	cluster-NILE21253	cluster-NILE21253	1
Entity	cluster-NILE21254	cluster-NILE21254	1
Entity	cluster-NILE21255	cluster-NILE21255	1
Entity	cluster-NILE21256	cluster-NILE21256	1
Entity	cluster-NILE21257	cluster-NILE21257	1
Relation	cluster-NILR21230	cluster-NILR21230	1
Relation	cluster-NILR21231	cluster-NILR21231	1
Relation	cluster-NILR21232	cluster-NILR21232	1
Event	cluster-NILV21230	cluster-NILV21230	5
Event	cluster-NILV21231	cluster-NILV21231	3
Event	cluster-NILV21232	cluster-NILV21232	1
Event	cluster-NILV21233	cluster-NILV21233	1
Event	cluster-NILV21234	cluster-NILV21234	1
Event	cluster-NILV21235	cluster-NILV21235	2
Event	cluster-NILV21236	cluster-NILV21236	1
Event	cluster-NILV21237	cluster-NILV21237	1
