metatype	system_cluster	gold_cluster	similarity
Entity	cluster-NILE22455	cluster-NILE22455	1
Entity	cluster-NILE22456	cluster-NILE22456	1
Entity	cluster-NILE22457	cluster-NILE22457	1
Entity	cluster-NILE22458	cluster-NILE22458	4
Entity	cluster-NILE22459	cluster-NILE22459	1
Entity	cluster-NILE22460	cluster-NILE22460	1
Entity	cluster-NILE22461	cluster-NILE22461	1
Entity	cluster-NILE22462	cluster-NILE22462	1
Entity	cluster-NILE22463	cluster-NILE22463	1
Entity	cluster-NILE22464	cluster-NILE22464	1
Entity	cluster-NILE22465	cluster-NILE22465	1
Entity	cluster-NILE22466	cluster-NILE22466	1
Entity	cluster-NILE22467	cluster-NILE22467	1
Entity	cluster-NILE22468	cluster-NILE22468	1
Entity	cluster-NILE22469	cluster-NILE22469	1
Entity	cluster-NILE22470	cluster-NILE22470	2
Entity	cluster-NILE22471	cluster-NILE22471	1
Entity	cluster-NILE22472	cluster-NILE22472	1
Entity	cluster-NILE22473	cluster-NILE22473	1
Entity	cluster-NILE22474	cluster-NILE22474	1
Entity	cluster-NILE22475	cluster-NILE22475	2
Entity	cluster-NILE22476	cluster-NILE22476	1
Entity	cluster-NILE22477	cluster-NILE22477	1
Entity	cluster-NILE22478	cluster-NILE22478	1
Entity	cluster-NILE22479	cluster-NILE22479	1
Entity	cluster-NILE22480	cluster-NILE22480	1
Entity	cluster-NILE22481	cluster-NILE22481	2
Relation	cluster-NILR22455	cluster-NILR22455	1
Relation	cluster-NILR22456	cluster-NILR22456	1
Relation	cluster-NILR22457	cluster-NILR22457	1
Relation	cluster-NILR22458	cluster-NILR22458	1
Relation	cluster-NILR22459	cluster-NILR22459	1
Event	cluster-NILV22455	cluster-NILV22455	1
Event	cluster-NILV22456	cluster-NILV22456	1
Event	cluster-NILV22457	cluster-NILV22457	1
Event	cluster-NILV22458	cluster-NILV22458	2
Event	cluster-NILV22459	cluster-NILV22459	1
Event	cluster-NILV22460	cluster-NILV22460	1
Event	cluster-NILV22461	cluster-NILV22461	1
