metatype	system_cluster	gold_cluster	similarity
Entity	cluster-NILE30056	cluster-NILQE31606	27.0
Entity	cluster-NILE30057	cluster-NILQE31687	20.0
Entity	cluster-NILE30059	cluster-NILQE31844	4.0
Entity	cluster-NILE30061	cluster-NILQE31882	10.0
Entity	cluster-NILE30062	cluster-NILQE31961	3.0
Entity	cluster-NILE30063	cluster-NILQE32029	1.0
Entity	cluster-NILE30064	cluster-NILQE32099	1.0
Entity	cluster-NILE30065	cluster-NILQE32121	1.0
Entity	cluster-NILE30066	cluster-NILQE32166	1.0
Entity	cluster-NILE30068	cluster-NILQE32245	1.0
Entity	cluster-NILE30069	cluster-NILQE32263	1.0
Entity	cluster-NILE30070	cluster-NILQE32277	1.0
Entity	cluster-NILE30072	cluster-NILQE32381	3.0
Entity	cluster-NILE30073	cluster-NILQE32434	1.0
Entity	cluster-Q87812684	cluster-NILQE32467	1.0
Entity	cluster-NILE30074	cluster-NILQE32505	2.0
Entity	cluster-NILE30076	cluster-NILQE32604	1.0
Entity	cluster-NILE30077	cluster-NILQE32619	3.0
Entity	cluster-NILE30078	cluster-NILQE32639	1.0
Entity	cluster-NILE30081	cluster-NILQE32654	5.0
Entity	cluster-NILE30082	cluster-NILQE32672	5.0
Entity	cluster-NILE30083	cluster-NILQE32739	3.0
Entity	cluster-NILE30084	cluster-NILQE32764	2.0
Entity	cluster-NILE30085	cluster-NILQE32854	1.0
Entity	cluster-NILE30086	cluster-NILQE32878	1.0
Entity	cluster-NILE30087	cluster-NILQE32953	1.0
Entity	cluster-NILE30089	cluster-NILQE32990	1.0
Entity	cluster-NILE30091	cluster-NILQE33014	1.0
Entity	cluster-NILE30092	cluster-NILQE33037	1.0
Entity	cluster-NILE30094	cluster-NILQE33106	1.0
Entity	cluster-NILE30095	cluster-NILQE33115	1.0
Entity	cluster-NILE30098	cluster-NILQE33163	1.0
Entity	cluster-NILE30096	cluster-NILQE33179	1.0
Entity	cluster-NILE30102	cluster-NILQE33191	1.0
Entity	cluster-NILE30101	cluster-NILQE33201	1.0
Entity	cluster-NILE30103	cluster-NILQE33219	1.0
Entity	cluster-NILE30105	cluster-NILQE33242	1.0
Entity	cluster-NILE30106	cluster-NILQE33252	1.0
Entity	cluster-NILE30107	cluster-NILQE33257	1.0
Entity	cluster-NILE30109	cluster-NILQE33265	1.0
Entity	cluster-NILE30135	cluster-NILQE33278	1.0
Entity	cluster-NILE30111	cluster-NILQE33285	1.0
Entity	cluster-NILE30114	cluster-NILQE33293	1.0
Entity	cluster-NILE30113	cluster-NILQE33300	1.0
