metatype	system_cluster	gold_cluster	similarity
Entity	cluster-NILQE31237	cluster-NILQE31237	1.0
Entity	cluster-NILQE31238	cluster-NILQE31238	1.0
Entity	cluster-NILQE31239	cluster-NILQE31239	1.0
Entity	cluster-NILQE31240	cluster-NILQE31240	1.0
Entity	cluster-NILQE31241	cluster-NILQE31241	1.0
Entity	cluster-NILQE31242	cluster-NILQE31242	1.0
Entity	cluster-NILQE31243	cluster-NILQE31243	1.0
Entity	cluster-NILQE31244	cluster-NILQE31244	1.0
Entity	cluster-NILQE31245	cluster-NILQE31245	1.0
Entity	cluster-NILQE31246	cluster-NILQE31246	1.0
Entity	cluster-NILQE31247	cluster-NILQE31247	1.0
Entity	cluster-NILQE31248	cluster-NILQE31248	1.0
Entity	cluster-NILQE31249	cluster-NILQE31249	1.0
Entity	cluster-NILQE31250	cluster-NILQE31250	1.0
Entity	cluster-NILQE31251	cluster-NILQE31251	1.0
Relation	cluster-NILQR30346	cluster-NILQR30346	1.0
Relation	cluster-NILQR30347	cluster-NILQR30347	1.0
Relation	cluster-NILQR30348	cluster-NILQR30348	1.0
Relation	cluster-NILQR30349	cluster-NILQR30349	1.0
Relation	cluster-NILQR30350	cluster-NILQR30350	1.0
Relation	cluster-NILQR30351	cluster-NILQR30351	1.0
Relation	cluster-NILQR30352	cluster-NILQR30352	1.0
Event	cluster-NILQV30479	cluster-NILQV30479	1.0
Event	cluster-NILQV30480	cluster-NILQV30480	1.0
Event	cluster-NILQV30481	cluster-NILQV30481	1.0
Event	cluster-NILQV30482	cluster-NILQV30482	1.0
Event	cluster-NILQV30483	cluster-NILQV30483	1.0
Event	cluster-NILQV30484	cluster-NILQV30484	1.0
Event	cluster-NILQV30485	cluster-NILQV30485	1.0
Event	cluster-NILQV30486	cluster-NILQV30486	1.0
Event	cluster-NILQV30487	cluster-NILQV30487	1.0
Event	cluster-NILQV30488	cluster-NILQV30488	1.0
Event	cluster-NILQV30489	cluster-NILQV30489	1.0
Event	cluster-NILQV30490	cluster-NILQV30490	1.0
Event	cluster-NILQV30491	cluster-NILQV30491	1.0
Event	cluster-NILQV30492	cluster-NILQV30492	1.0
Event	cluster-NILQV30493	cluster-NILQV30493	1.0
Event	cluster-NILQV30494	cluster-NILQV30494	1.0
Event	cluster-NILQV30495	cluster-NILQV30495	1.0
Event	cluster-NILQV30496	cluster-NILQV30496	1.0
Event	cluster-NILQV30497	cluster-NILQV30497	1.0
Event	cluster-NILQV30498	cluster-NILQV30498	1.0
Entity	cluster-Q1470970	cluster-Q1470970	1.0
Entity	cluster-Q390551	cluster-Q390551	1.0
Entity	cluster-Q62742160	cluster-Q62742160	1.0
Entity	cluster-Q6973027	cluster-Q6973027	1.0
Entity	cluster-Q712639	cluster-Q712639	1.0
Entity	cluster-Q773300	cluster-Q773300	1.0
Entity	cluster-Q7914455	cluster-Q7914455	1.0
Entity	cluster-Q97309777	cluster-Q97309777	1.0
