?cluster	?metatype	?type	?mention_span	?type_statement_confidence	?cluster_membership_confidence	?mention_type_justification_confidence
<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILE21300>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/InterchangeOntology#Entity>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntologyM36#PER.MilitaryPersonnel>	IC001VCIQ:IC001VCIS_10:(197,55)-(460,336)	"1.0"	"1.0"	"1.0"
<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILE21301>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/InterchangeOntology#Entity>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntologyM36#PER.MilitaryPersonnel>	IC001VCIQ:IC001VCIS_11:(73,27)-(521,336)	"1.0"	"1.0"	"1.0"
<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILE21302>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/InterchangeOntology#Entity>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntologyM36#GPE.UrbanArea.City>	IC001VCIQ:IC001VCIS_11:(445,26)-(490,40)	"1.0"	"1.0"	"1.0"
<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILE21303>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/InterchangeOntology#Entity>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntologyM36#PER>	IC001VCIQ:IC001VCIS_10:(32,47)-(296,335)	"1.0"	"1.0"	"1.0"
<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILE21304>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/InterchangeOntology#Entity>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntologyM36#PER.MilitaryPersonnel>	IC001VCIQ:IC001VCIS_10:(1,46)-(197,333)	"1.0"	"1.0"	"1.0"
<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILE21305>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/InterchangeOntology#Entity>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntologyM36#PER.MilitaryPersonnel>	IC001VCIQ:IC001VCIS_10:(197,10)-(365,327)	"1.0"	"1.0"	"1.0"
<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILE21306>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/InterchangeOntology#Entity>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntologyM36#PER.MilitaryPersonnel>	IC001VCIQ:IC001VCIS_10:(411,75)-(591,334)	"1.0"	"1.0"	"1.0"
<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILE21307>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/InterchangeOntology#Entity>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntologyM36#PER.Politician.HeadOfGovernment>	IC001VCIQ:IC001VCIS_14:(175,14)-(479,335)	"1.0"	"1.0"	"1.0"
<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILE21308>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/InterchangeOntology#Entity>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntologyM36#PER.ProfessionalPosition.Journalist>	IC001VCIQ:IC001VCIS_13:(464,2)-(561,231)	"1.0"	"1.0"	"1.0"
<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILE21309>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/InterchangeOntology#Entity>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntologyM36#PER.ProfessionalPosition.Journalist>	IC001VCIQ:IC001VCIS_13:(104,0)-(419,169)	"1.0"	"1.0"	"1.0"
<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILE21310>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/InterchangeOntology#Entity>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntologyM36#PER.MilitaryPersonnel>	IC001VCIQ:IC001VCIS_13:(62,43)-(334,323)	"1.0"	"1.0"	"1.0"
<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILE21311>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/InterchangeOntology#Entity>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntologyM36#PER.MilitaryPersonnel>	IC001VCIQ:IC001VCIS_13:(271,39)-(565,274)	"1.0"	"1.0"	"1.0"
<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILV21300>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/InterchangeOntology#Event>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntologyM36#Life.Injure.InjuryCausedByViolentEvents>	IC001VCIQ:IC001VCIS:(64.936,0)-(69.328,0)	"1.0"	"1.0"	"1.0"
<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILV21301>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/InterchangeOntology#Event>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntologyM36#Movement.TransportPerson.EvacuationRescue>	IC001VCIQ:IC001VCIS:(64.936,0)-(69.231,0)	"1.0"	"1.0"	"1.0"
<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILV21301>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/InterchangeOntology#Event>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntologyM36#Movement.TransportPerson.EvacuationRescue>	IC001VCIQ:IC001VCIS:(69.313,0)-(77.414,0)	"1.0"	"1.0"	"1.0"
<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LdcAnnotations#cluster-NILV21302>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/InterchangeOntology#Event>	<https://tac.nist.gov/tracks/SM-KBP/2019/ontologies/LDCOntologyM36#Conflict.Attack.Bombing>	IC001VCIQ:IC001VCIS:(89.868,0)-(96.093,0)	"1.0"	"1.0"	"1.0"
