?metatype	?subject	?predicate	?object	?predicate_justification	?argument_assertion_confidence	?predicate_justification_confidence
Event	cluster-NILV22258	ArtifactExistence.DamageDestroy.Damage_Artifact	cluster-NILE22245	IC001ZTKF:IC002312Y:(2764,0)-(2768,0)	"1.0"	"1.0"
Event	cluster-NILV22258	ArtifactExistence.DamageDestroy.Damage_Artifact	cluster-NILE22245	IC001ZTKF:IC002312Y:(919,0)-(923,0)	"1.0"	"1.0"
Event	cluster-NILV22258	ArtifactExistence.DamageDestroy.Damage_Damager	cluster-NILE22260	IC001ZTKF:IC002312Y:(2764,0)-(2768,0)	"1.0"	"1.0"
Event	cluster-NILV22259	Conflict.Attack.Bombing_Attacker	cluster-NILE22275	IC001ZTKF:IC002312Y:(2711,0)-(2719,0)	"1.0"	"1.0"
Event	cluster-NILV22259	Conflict.Attack.Bombing_Instrument	cluster-NILE22245	IC001ZTKF:IC002312Y:(179,0)-(186,0)	"1.0"	"1.0"
Event	cluster-NILV22259	Conflict.Attack.Bombing_Instrument	cluster-NILE22245	IC001ZTKF:IC002312Y:(2711,0)-(2719,0)	"1.0"	"1.0"
Event	cluster-NILV22259	Conflict.Attack.Bombing_Instrument	cluster-NILE22245	IC001ZTKF:IC002312Y:(863,0)-(867,0)	"1.0"	"1.0"
Event	cluster-NILV22259	Conflict.Attack.Bombing_Place	cluster-NILE22240	IC001ZTKF:IC002312Y:(250,0)-(258,0)	"1.0"	"1.0"
Event	cluster-NILV22259	Conflict.Attack.Bombing_Target	cluster-NILE22249	IC001ZTKF:IC002312Y:(1065,0)-(1077,0)	"1.0"	"1.0"
Event	cluster-NILV22259	Conflict.Attack.Bombing_Target	cluster-NILE22249	IC001ZTKF:IC002312Y:(1495,0)-(1503,0)	"1.0"	"1.0"
Event	cluster-NILV22259	Conflict.Attack.Bombing_Target	cluster-NILE22249	IC001ZTKF:IC002312Y:(179,0)-(186,0)	"1.0"	"1.0"
Event	cluster-NILV22259	Conflict.Attack.Bombing_Target	cluster-NILE22249	IC001ZTKF:IC002312Y:(250,0)-(258,0)	"1.0"	"1.0"
Event	cluster-NILV22259	Conflict.Attack.Bombing_Target	cluster-NILE22249	IC001ZTKF:IC002312Y:(2711,0)-(2719,0)	"1.0"	"1.0"
Event	cluster-NILV22260	Conflict.Attack.Bombing_Place	cluster-NILE22240	IC001ZTKF:IC002312Y:(2381,0)-(2392,0)	"1.0"	"1.0"
Event	cluster-NILV22261	Conflict.Attack.FirearmAttack_Attacker	cluster-NILE22260	IC001ZTKF:IC002312Y:(2764,0)-(2768,0)	"1.0"	"1.0"
Event	cluster-NILV22261	Conflict.Attack.FirearmAttack_Target	cluster-NILE22245	IC001ZTKF:IC002312Y:(2764,0)-(2768,0)	"1.0"	"1.0"
Event	cluster-NILV22261	Conflict.Attack.FirearmAttack_Target	cluster-NILE22245	IC001ZTKF:IC002312Y:(919,0)-(923,0)	"1.0"	"1.0"
Event	cluster-NILV22262	Conflict.Attack.Bombing_Place	cluster-NILE22262	IC001ZTKF:IC002312Y:(486,0)-(490,0)	"1.0"	"1.0"
Event	cluster-NILV22262	Conflict.Attack.Bombing_Target	cluster-NILE22249	IC001ZTKF:IC002312Y:(486,0)-(490,0)	"1.0"	"1.0"
Event	cluster-NILV22262	Conflict.Attack.Bombing_Target	cluster-NILE22270	IC001ZTKF:IC002312Y:(486,0)-(490,0)	"1.0"	"1.0"
Event	cluster-NILV22262	Conflict.Attack.Bombing_Target	cluster-NILE22271	IC001ZTKF:IC002312Y:(486,0)-(490,0)	"1.0"	"1.0"
Event	cluster-NILV22264	Movement.TransportArtifact.BringCarryUnload_Artifact	cluster-NILE22281	IC001ZTKF:IC002312Y:(2727,0)-(2728,0)	"1.0"	"1.0"
Event	cluster-NILV22264	Movement.TransportArtifact.BringCarryUnload_Artifact	cluster-NILE22281	IC001ZTKF:IC002312Y:(882,0)-(887,0)	"1.0"	"1.0"
Event	cluster-NILV22264	Movement.TransportArtifact.BringCarryUnload_Vehicle	cluster-NILE22245	IC001ZTKF:IC002312Y:(2727,0)-(2728,0)	"1.0"	"1.0"
Event	cluster-NILV22264	Movement.TransportArtifact.BringCarryUnload_Vehicle	cluster-NILE22245	IC001ZTKF:IC002312Y:(882,0)-(887,0)	"1.0"	"1.0"
Event	cluster-NILV22265	Contact.PublicStatementInPerson.Broadcast_Communicator	cluster-NILE22249	IC001ZTKF:IC002312Y:(302,0)-(312,0)	"1.0"	"1.0"
Event	cluster-NILV22265	Contact.PublicStatementInPerson.Broadcast_Place	cluster-NILE22240	IC001ZTKF:IC002312Y:(302,0)-(312,0)	"1.0"	"1.0"
Event	cluster-NILV22266	Contact.Collaborate_Participant	cluster-NILE22257	IC001ZTKF:IC002312Y:(1148,0)-(1156,0)	"1.0"	"1.0"
Event	cluster-NILV22266	Contact.Collaborate_Participant	cluster-NILE22258	IC001ZTKF:IC002312Y:(1148,0)-(1156,0)	"1.0"	"1.0"
Event	cluster-NILV22267	Contact.ThreatenCoerce_Communicator	cluster-NILE22275	IC001ZTKF:IC002312Y:(3063,0)-(3070,0)	"1.0"	"1.0"
Event	cluster-NILV22267	Contact.ThreatenCoerce_Recipient	cluster-NILE22249	IC001ZTKF:IC002312Y:(3063,0)-(3070,0)	"1.0"	"1.0"
