metatype	system_cluster	gold_cluster	similarity
Entity	cluster-NILE21055	cluster-NILE21055	1
Entity	cluster-NILE21056	cluster-NILE21056	1
Entity	cluster-NILE21057	cluster-NILE21057	2
Entity	cluster-NILE21058	cluster-NILE21058	1
Entity	cluster-NILE21059	cluster-NILE21059	1
Entity	cluster-NILE21060	cluster-NILE21060	4
Entity	cluster-NILE21061	cluster-NILE21061	2
Entity	cluster-NILE21062	cluster-NILE21062	1
Entity	cluster-NILE21063	cluster-NILE21063	4
Entity	cluster-NILE21064	cluster-NILE21064	1
Entity	cluster-NILE21065	cluster-NILE21065	2
Entity	cluster-NILE21066	cluster-NILE21066	1
Entity	cluster-NILE21067	cluster-NILE21067	3
Entity	cluster-NILE21068	cluster-NILE21068	7
Entity	cluster-NILE21069	cluster-NILE21069	1
Entity	cluster-NILE21070	cluster-NILE21070	3
Entity	cluster-NILE21071	cluster-NILE21071	2
Entity	cluster-NILE21072	cluster-NILE21072	1
Entity	cluster-NILE21073	cluster-NILE21073	1
Entity	cluster-NILE21074	cluster-NILE21074	2
Entity	cluster-NILE21075	cluster-NILE21075	2
Entity	cluster-NILE21076	cluster-NILE21076	6
Entity	cluster-NILE21077	cluster-NILE21077	3
Entity	cluster-NILE21078	cluster-NILE21078	6
Entity	cluster-NILE21079	cluster-NILE21079	2
Entity	cluster-NILE21080	cluster-NILE21080	3
Entity	cluster-NILE21081	cluster-NILE21081	3
Entity	cluster-NILE21082	cluster-NILE21082	5
Entity	cluster-NILE21083	cluster-NILE21083	5
Entity	cluster-NILE21084	cluster-NILE21084	7
Entity	cluster-NILE21085	cluster-NILE21085	1
Entity	cluster-NILE21086	cluster-NILE21086	1
Entity	cluster-NILE21087	cluster-NILE21087	3
Entity	cluster-NILE21088	cluster-NILE21088	2
Entity	cluster-NILE21089	cluster-NILE21089	3
Entity	cluster-NILE21090	cluster-NILE21090	1
Entity	cluster-NILE21091	cluster-NILE21091	5
Entity	cluster-NILE21092	cluster-NILE21092	1
Entity	cluster-NILE21093	cluster-NILE21093	1
Entity	cluster-NILE21094	cluster-NILE21094	2
Entity	cluster-NILE21095	cluster-NILE21095	1
Entity	cluster-NILE21096	cluster-NILE21096	1
Entity	cluster-NILE21097	cluster-NILE21097	2
Entity	cluster-NILE21098	cluster-NILE21098	1
Entity	cluster-NILE21099	cluster-NILE21099	3
Entity	cluster-NILE21100	cluster-NILE21100	3
Entity	cluster-NILE21101	cluster-NILE21101	1
Entity	cluster-NILE21102	cluster-NILE21102	1
Entity	cluster-NILE21103	cluster-NILE21103	1
Entity	cluster-NILE21104	cluster-NILE21104	1
Entity	cluster-NILE21105	cluster-NILE21105	2
Entity	cluster-NILE21106	cluster-NILE21106	1
Entity	cluster-NILE21107	cluster-NILE21107	1
Entity	cluster-NILE21108	cluster-NILE21108	1
Entity	cluster-NILE21109	cluster-NILE21109	1
Entity	cluster-NILE21110	cluster-NILE21110	1
Entity	cluster-NILE21111	cluster-NILE21111	1
Entity	cluster-NILE21112	cluster-NILE21112	8
Entity	cluster-NILE21113	cluster-NILE21113	1
Entity	cluster-NILE21114	cluster-NILE21114	1
Entity	cluster-NILE21115	cluster-NILE21115	3
Entity	cluster-NILE21116	cluster-NILE21116	1
Entity	cluster-NILE21117	cluster-NILE21117	1
Entity	cluster-NILE21118	cluster-NILE21118	1
Entity	cluster-NILE21119	cluster-NILE21119	1
Entity	cluster-NILE21120	cluster-NILE21120	1
Entity	cluster-NILE21121	cluster-NILE21121	1
Entity	cluster-NILE21122	cluster-NILE21122	1
Entity	cluster-NILE21123	cluster-NILE21123	1
Entity	cluster-NILE21124	cluster-NILE21124	1
Entity	cluster-NILE21125	cluster-NILE21125	2
Entity	cluster-NILE21126	cluster-NILE21126	1
Entity	cluster-NILE21127	cluster-NILE21127	1
Entity	cluster-NILE21128	cluster-NILE21128	1
Entity	cluster-NILE21129	cluster-NILE21129	1
Entity	cluster-NILE21130	cluster-NILE21130	1
Entity	cluster-NILE21131	cluster-NILE21131	1
Entity	cluster-NILE21132	cluster-NILE21132	1
Entity	cluster-NILE21133	cluster-NILE21133	1
Entity	cluster-NILE21134	cluster-NILE21134	1
Entity	cluster-NILE21135	cluster-NILE21135	1
Entity	cluster-NILE21136	cluster-NILE21136	1
Entity	cluster-NILE21137	cluster-NILE21137	2
Entity	cluster-NILE21138	cluster-NILE21138	1
Entity	cluster-NILE21139	cluster-NILE21139	1
Entity	cluster-NILE21140	cluster-NILE21140	2
Entity	cluster-NILE21141	cluster-NILE21141	1
Entity	cluster-NILE21142	cluster-NILE21142	2
Entity	cluster-NILE21143	cluster-NILE21143	1
Entity	cluster-NILE21144	cluster-NILE21144	1
Entity	cluster-NILE21145	cluster-NILE21145	2
Entity	cluster-NILE21147	cluster-NILE21147	1
Relation	cluster-NILR21055	cluster-NILR21055	1
Relation	cluster-NILR21056	cluster-NILR21056	1
Relation	cluster-NILR21057	cluster-NILR21057	1
Relation	cluster-NILR21058	cluster-NILR21058	1
Relation	cluster-NILR21059	cluster-NILR21059	1
Relation	cluster-NILR21060	cluster-NILR21060	1
Relation	cluster-NILR21061	cluster-NILR21061	1
Relation	cluster-NILR21062	cluster-NILR21062	1
Relation	cluster-NILR21063	cluster-NILR21063	1
Relation	cluster-NILR21064	cluster-NILR21064	1
Relation	cluster-NILR21066	cluster-NILR21066	1
Relation	cluster-NILR21067	cluster-NILR21067	1
Relation	cluster-NILR21068	cluster-NILR21068	1
Relation	cluster-NILR21069	cluster-NILR21069	1
Relation	cluster-NILR21070	cluster-NILR21070	1
Relation	cluster-NILR21071	cluster-NILR21071	1
Relation	cluster-NILR21072	cluster-NILR21072	1
Relation	cluster-NILR21073	cluster-NILR21073	1
Relation	cluster-NILR21074	cluster-NILR21074	1
Relation	cluster-NILR21075	cluster-NILR21075	1
Relation	cluster-NILR21076	cluster-NILR21076	1
Relation	cluster-NILR21077	cluster-NILR21077	1
Relation	cluster-NILR21078	cluster-NILR21078	1
Relation	cluster-NILR21079	cluster-NILR21079	1
Relation	cluster-NILR21080	cluster-NILR21080	1
Relation	cluster-NILR21081	cluster-NILR21081	1
Relation	cluster-NILR21082	cluster-NILR21082	1
Relation	cluster-NILR21084	cluster-NILR21084	1
Relation	cluster-NILR21085	cluster-NILR21085	1
Relation	cluster-NILR21086	cluster-NILR21086	1
Relation	cluster-NILR21087	cluster-NILR21087	1
Relation	cluster-NILR21088	cluster-NILR21088	1
Relation	cluster-NILR21089	cluster-NILR21089	1
Relation	cluster-NILR21090	cluster-NILR21090	1
Relation	cluster-NILR21091	cluster-NILR21091	1
Relation	cluster-NILR21092	cluster-NILR21092	1
Relation	cluster-NILR21093	cluster-NILR21093	1
Relation	cluster-NILR21094	cluster-NILR21094	1
Relation	cluster-NILR21095	cluster-NILR21095	1
Relation	cluster-NILR21096	cluster-NILR21096	1
Relation	cluster-NILR21097	cluster-NILR21097	1
Relation	cluster-NILR21098	cluster-NILR21098	1
Relation	cluster-NILR21099	cluster-NILR21099	1
Relation	cluster-NILR21100	cluster-NILR21100	1
Relation	cluster-NILR21101	cluster-NILR21101	1
Relation	cluster-NILR21102	cluster-NILR21102	1
Relation	cluster-NILR21103	cluster-NILR21103	1
Relation	cluster-NILR21104	cluster-NILR21104	1
Relation	cluster-NILR21105	cluster-NILR21105	1
Relation	cluster-NILR21106	cluster-NILR21106	1
Relation	cluster-NILR21107	cluster-NILR21107	1
Relation	cluster-NILR21108	cluster-NILR21108	1
Relation	cluster-NILR21109	cluster-NILR21109	1
Event	cluster-NILV21055	cluster-NILV21055	3
Event	cluster-NILV21056	cluster-NILV21056	1
Event	cluster-NILV21057	cluster-NILV21057	5
Event	cluster-NILV21058	cluster-NILV21058	8
Event	cluster-NILV21059	cluster-NILV21059	1
Event	cluster-NILV21060	cluster-NILV21060	2
Event	cluster-NILV21061	cluster-NILV21061	1
Event	cluster-NILV21062	cluster-NILV21062	1
Event	cluster-NILV21063	cluster-NILV21063	1
Event	cluster-NILV21064	cluster-NILV21064	2
Event	cluster-NILV21065	cluster-NILV21065	1
Event	cluster-NILV21066	cluster-NILV21066	1
Event	cluster-NILV21067	cluster-NILV21067	1
Event	cluster-NILV21068	cluster-NILV21068	1
