metatype	system_cluster	gold_cluster	similarity
Entity	cluster-NILE21320	cluster-NILE21320	1
Entity	cluster-NILE21321	cluster-NILE21321	1
Entity	cluster-NILE21322	cluster-NILE21322	13
Entity	cluster-NILE21323	cluster-NILE21323	3
Entity	cluster-NILE21324	cluster-NILE21324	8
Entity	cluster-NILE21325	cluster-NILE21325	2
Entity	cluster-NILE21326	cluster-NILE21326	7
Entity	cluster-NILE21327	cluster-NILE21327	2
Entity	cluster-NILE21328	cluster-NILE21328	2
Entity	cluster-NILE21329	cluster-NILE21329	2
Entity	cluster-NILE21330	cluster-NILE21330	8
Entity	cluster-NILE21331	cluster-NILE21331	10
Entity	cluster-NILE21332	cluster-NILE21332	3
Entity	cluster-NILE21333	cluster-NILE21333	2
Entity	cluster-NILE21334	cluster-NILE21334	13
Entity	cluster-NILE21335	cluster-NILE21335	1
Entity	cluster-NILE21336	cluster-NILE21336	4
Entity	cluster-NILE21337	cluster-NILE21337	1
Entity	cluster-NILE21338	cluster-NILE21338	1
Entity	cluster-NILE21339	cluster-NILE21339	3
Entity	cluster-NILE21340	cluster-NILE21340	3
Entity	cluster-NILE21341	cluster-NILE21341	2
Entity	cluster-NILE21342	cluster-NILE21342	2
Entity	cluster-NILE21343	cluster-NILE21343	2
Entity	cluster-NILE21344	cluster-NILE21344	1
Entity	cluster-NILE21345	cluster-NILE21345	1
Entity	cluster-NILE21346	cluster-NILE21346	1
Entity	cluster-NILE21347	cluster-NILE21347	1
Entity	cluster-NILE21348	cluster-NILE21348	4
Entity	cluster-NILE21349	cluster-NILE21349	1
Entity	cluster-NILE21350	cluster-NILE21350	2
Entity	cluster-NILE21351	cluster-NILE21351	2
Entity	cluster-NILE21352	cluster-NILE21352	2
Entity	cluster-NILE21353	cluster-NILE21353	1
Relation	cluster-NILR21321	cluster-NILR21321	1
Relation	cluster-NILR21322	cluster-NILR21322	1
Relation	cluster-NILR21323	cluster-NILR21323	1
Relation	cluster-NILR21324	cluster-NILR21324	1
Relation	cluster-NILR21325	cluster-NILR21325	1
Relation	cluster-NILR21326	cluster-NILR21326	1
Relation	cluster-NILR21327	cluster-NILR21327	1
Relation	cluster-NILR21328	cluster-NILR21328	1
Relation	cluster-NILR21329	cluster-NILR21329	1
Relation	cluster-NILR21330	cluster-NILR21330	1
Relation	cluster-NILR21331	cluster-NILR21331	1
Relation	cluster-NILR21332	cluster-NILR21332	1
Relation	cluster-NILR21333	cluster-NILR21333	1
Relation	cluster-NILR21334	cluster-NILR21334	1
Relation	cluster-NILR21335	cluster-NILR21335	1
Relation	cluster-NILR21336	cluster-NILR21336	1
Relation	cluster-NILR21337	cluster-NILR21337	1
Relation	cluster-NILR21338	cluster-NILR21338	1
Relation	cluster-NILR21339	cluster-NILR21339	1
Relation	cluster-NILR21340	cluster-NILR21340	1
Relation	cluster-NILR21341	cluster-NILR21341	1
Relation	cluster-NILR21342	cluster-NILR21342	1
Relation	cluster-NILR21343	cluster-NILR21343	1
Relation	cluster-NILR21344	cluster-NILR21344	1
Relation	cluster-NILR21345	cluster-NILR21345	1
Relation	cluster-NILR21346	cluster-NILR21346	1
Event	cluster-NILV21320	cluster-NILV21320	2
Event	cluster-NILV21321	cluster-NILV21321	1
Event	cluster-NILV21322	cluster-NILV21322	11
Event	cluster-NILV21323	cluster-NILV21323	2
Event	cluster-NILV21324	cluster-NILV21324	1
Event	cluster-NILV21325	cluster-NILV21325	1
Event	cluster-NILV21326	cluster-NILV21326	1
Event	cluster-NILV21327	cluster-NILV21327	1
Event	cluster-NILV21328	cluster-NILV21328	1
Event	cluster-NILV21329	cluster-NILV21329	1
Event	cluster-NILV21330	cluster-NILV21330	1
Event	cluster-NILV21331	cluster-NILV21331	1
Event	cluster-NILV21332	cluster-NILV21332	1
Event	cluster-NILV21333	cluster-NILV21333	1
Event	cluster-NILV21334	cluster-NILV21334	1
Event	cluster-NILV21335	cluster-NILV21335	1
