metatype	system_or_gold1	cluster1	system_or_gold2	cluster2	similarity
Entity	system	cluster-NILE21445	system	cluster-NILE21445	1
Entity	system	cluster-NILE21445	system	cluster-NILE21446	0
Entity	system	cluster-NILE21445	system	cluster-NILE21447	0
Entity	system	cluster-NILE21445	system	cluster-NILE21448	0
Entity	system	cluster-NILE21445	system	cluster-NILE21449	0
Entity	system	cluster-NILE21445	system	cluster-NILE21450	0
Entity	system	cluster-NILE21445	system	cluster-NILE21451	0
Entity	system	cluster-NILE21445	system	cluster-NILE21452	0
Entity	system	cluster-NILE21445	system	cluster-NILE21453	0
Entity	system	cluster-NILE21445	system	cluster-NILE21454	0
Entity	system	cluster-NILE21445	system	cluster-NILE21455	0
Entity	system	cluster-NILE21445	system	cluster-NILE21456	0
Entity	system	cluster-NILE21445	system	cluster-NILE21457	0
Entity	system	cluster-NILE21445	system	cluster-NILE21458	0
Entity	system	cluster-NILE21445	system	cluster-NILE21459	0
Entity	system	cluster-NILE21445	system	cluster-NILE21460	0
Entity	system	cluster-NILE21445	system	cluster-NILE21461	0
Entity	system	cluster-NILE21445	system	cluster-NILE21462	0
Entity	system	cluster-NILE21446	system	cluster-NILE21445	0
Entity	system	cluster-NILE21446	system	cluster-NILE21446	1
Entity	system	cluster-NILE21446	system	cluster-NILE21447	0
Entity	system	cluster-NILE21446	system	cluster-NILE21448	0
Entity	system	cluster-NILE21446	system	cluster-NILE21449	0
Entity	system	cluster-NILE21446	system	cluster-NILE21450	0
Entity	system	cluster-NILE21446	system	cluster-NILE21451	0
Entity	system	cluster-NILE21446	system	cluster-NILE21452	0
Entity	system	cluster-NILE21446	system	cluster-NILE21453	0
Entity	system	cluster-NILE21446	system	cluster-NILE21454	0
Entity	system	cluster-NILE21446	system	cluster-NILE21455	0
Entity	system	cluster-NILE21446	system	cluster-NILE21456	0
Entity	system	cluster-NILE21446	system	cluster-NILE21457	0
Entity	system	cluster-NILE21446	system	cluster-NILE21458	0
Entity	system	cluster-NILE21446	system	cluster-NILE21459	0
Entity	system	cluster-NILE21446	system	cluster-NILE21460	0
Entity	system	cluster-NILE21446	system	cluster-NILE21461	0
Entity	system	cluster-NILE21446	system	cluster-NILE21462	0
Entity	system	cluster-NILE21447	system	cluster-NILE21445	0
Entity	system	cluster-NILE21447	system	cluster-NILE21446	0
Entity	system	cluster-NILE21447	system	cluster-NILE21447	1
Entity	system	cluster-NILE21447	system	cluster-NILE21448	0
Entity	system	cluster-NILE21447	system	cluster-NILE21449	0
Entity	system	cluster-NILE21447	system	cluster-NILE21450	0
Entity	system	cluster-NILE21447	system	cluster-NILE21451	0
Entity	system	cluster-NILE21447	system	cluster-NILE21452	0
Entity	system	cluster-NILE21447	system	cluster-NILE21453	0
Entity	system	cluster-NILE21447	system	cluster-NILE21454	0
Entity	system	cluster-NILE21447	system	cluster-NILE21455	0
Entity	system	cluster-NILE21447	system	cluster-NILE21456	0
Entity	system	cluster-NILE21447	system	cluster-NILE21457	0
Entity	system	cluster-NILE21447	system	cluster-NILE21458	0
Entity	system	cluster-NILE21447	system	cluster-NILE21459	0
Entity	system	cluster-NILE21447	system	cluster-NILE21460	0
Entity	system	cluster-NILE21447	system	cluster-NILE21461	0
Entity	system	cluster-NILE21447	system	cluster-NILE21462	0
Entity	system	cluster-NILE21448	system	cluster-NILE21445	0
Entity	system	cluster-NILE21448	system	cluster-NILE21446	0
Entity	system	cluster-NILE21448	system	cluster-NILE21447	0
Entity	system	cluster-NILE21448	system	cluster-NILE21448	1
Entity	system	cluster-NILE21448	system	cluster-NILE21449	0
Entity	system	cluster-NILE21448	system	cluster-NILE21450	0
Entity	system	cluster-NILE21448	system	cluster-NILE21451	0
Entity	system	cluster-NILE21448	system	cluster-NILE21452	0
Entity	system	cluster-NILE21448	system	cluster-NILE21453	0
Entity	system	cluster-NILE21448	system	cluster-NILE21454	0
Entity	system	cluster-NILE21448	system	cluster-NILE21455	0
Entity	system	cluster-NILE21448	system	cluster-NILE21456	0
Entity	system	cluster-NILE21448	system	cluster-NILE21457	0
Entity	system	cluster-NILE21448	system	cluster-NILE21458	0
Entity	system	cluster-NILE21448	system	cluster-NILE21459	0
Entity	system	cluster-NILE21448	system	cluster-NILE21460	0
Entity	system	cluster-NILE21448	system	cluster-NILE21461	0
Entity	system	cluster-NILE21448	system	cluster-NILE21462	0
Entity	system	cluster-NILE21449	system	cluster-NILE21445	0
Entity	system	cluster-NILE21449	system	cluster-NILE21446	0
Entity	system	cluster-NILE21449	system	cluster-NILE21447	0
Entity	system	cluster-NILE21449	system	cluster-NILE21448	0
Entity	system	cluster-NILE21449	system	cluster-NILE21449	1
Entity	system	cluster-NILE21449	system	cluster-NILE21450	0
Entity	system	cluster-NILE21449	system	cluster-NILE21451	0
Entity	system	cluster-NILE21449	system	cluster-NILE21452	0
Entity	system	cluster-NILE21449	system	cluster-NILE21453	0
Entity	system	cluster-NILE21449	system	cluster-NILE21454	0
Entity	system	cluster-NILE21449	system	cluster-NILE21455	0
Entity	system	cluster-NILE21449	system	cluster-NILE21456	0
Entity	system	cluster-NILE21449	system	cluster-NILE21457	0
Entity	system	cluster-NILE21449	system	cluster-NILE21458	0
Entity	system	cluster-NILE21449	system	cluster-NILE21459	0
Entity	system	cluster-NILE21449	system	cluster-NILE21460	0
Entity	system	cluster-NILE21449	system	cluster-NILE21461	0
Entity	system	cluster-NILE21449	system	cluster-NILE21462	0
Entity	system	cluster-NILE21450	system	cluster-NILE21445	0
Entity	system	cluster-NILE21450	system	cluster-NILE21446	0
Entity	system	cluster-NILE21450	system	cluster-NILE21447	0
Entity	system	cluster-NILE21450	system	cluster-NILE21448	0
Entity	system	cluster-NILE21450	system	cluster-NILE21449	0
Entity	system	cluster-NILE21450	system	cluster-NILE21450	1
Entity	system	cluster-NILE21450	system	cluster-NILE21451	0
Entity	system	cluster-NILE21450	system	cluster-NILE21452	0
Entity	system	cluster-NILE21450	system	cluster-NILE21453	0
