metatype	system_or_gold1	cluster1	system_or_gold2	cluster2	similarity
Entity	system	cluster-NILE20001	system	cluster-NILE20001	1
Entity	system	cluster-NILE20001	system	cluster-NILE20002	0
Entity	system	cluster-NILE20001	system	cluster-NILE20003	0
Entity	system	cluster-NILE20001	system	cluster-NILE20004	0
Entity	system	cluster-NILE20001	system	cluster-NILE20005	0
Entity	system	cluster-NILE20001	system	cluster-NILE20006	0
Entity	system	cluster-NILE20001	system	cluster-NILE20007	0
Entity	system	cluster-NILE20001	system	cluster-NILE20008	0
Entity	system	cluster-NILE20001	system	cluster-NILE20009	0
Entity	system	cluster-NILE20001	system	cluster-NILE20010	0
Entity	system	cluster-NILE20001	system	cluster-NILE20011	0
Entity	system	cluster-NILE20001	system	cluster-NILE20012	0
Entity	system	cluster-NILE20001	system	cluster-NILE20013	0
Entity	system	cluster-NILE20001	system	cluster-NILE20014	0
Entity	system	cluster-NILE20001	system	cluster-NILE20015	0
Entity	system	cluster-NILE20001	system	cluster-NILE20016	0
Entity	system	cluster-NILE20001	system	cluster-NILE20017	0
Entity	system	cluster-NILE20001	system	cluster-NILE20018	0
Entity	system	cluster-NILE20001	system	cluster-NILE20019	0
Entity	system	cluster-NILE20001	system	cluster-NILE20020	0
Entity	system	cluster-NILE20001	system	cluster-NILE20021	0
Entity	system	cluster-NILE20001	system	cluster-NILE20022	0
Entity	system	cluster-NILE20001	system	cluster-NILE20023	0
Entity	system	cluster-NILE20002	system	cluster-NILE20001	0
Entity	system	cluster-NILE20002	system	cluster-NILE20002	6
Entity	system	cluster-NILE20002	system	cluster-NILE20003	0
Entity	system	cluster-NILE20002	system	cluster-NILE20004	0
Entity	system	cluster-NILE20002	system	cluster-NILE20005	0
Entity	system	cluster-NILE20002	system	cluster-NILE20006	0
Entity	system	cluster-NILE20002	system	cluster-NILE20007	0
Entity	system	cluster-NILE20002	system	cluster-NILE20008	0
Entity	system	cluster-NILE20002	system	cluster-NILE20009	0
Entity	system	cluster-NILE20002	system	cluster-NILE20010	0
Entity	system	cluster-NILE20002	system	cluster-NILE20011	0
Entity	system	cluster-NILE20002	system	cluster-NILE20012	0
Entity	system	cluster-NILE20002	system	cluster-NILE20013	0
Entity	system	cluster-NILE20002	system	cluster-NILE20014	0
Entity	system	cluster-NILE20002	system	cluster-NILE20015	0
Entity	system	cluster-NILE20002	system	cluster-NILE20016	0
Entity	system	cluster-NILE20002	system	cluster-NILE20017	0
Entity	system	cluster-NILE20002	system	cluster-NILE20018	0
Entity	system	cluster-NILE20002	system	cluster-NILE20019	0
Entity	system	cluster-NILE20002	system	cluster-NILE20020	0
Entity	system	cluster-NILE20002	system	cluster-NILE20021	0
Entity	system	cluster-NILE20002	system	cluster-NILE20022	0
Entity	system	cluster-NILE20002	system	cluster-NILE20023	0
Entity	system	cluster-NILE20003	system	cluster-NILE20001	0
Entity	system	cluster-NILE20003	system	cluster-NILE20002	0
Entity	system	cluster-NILE20003	system	cluster-NILE20003	1
Entity	system	cluster-NILE20003	system	cluster-NILE20004	0
Entity	system	cluster-NILE20003	system	cluster-NILE20005	0
Entity	system	cluster-NILE20003	system	cluster-NILE20006	0
Entity	system	cluster-NILE20003	system	cluster-NILE20007	0
Entity	system	cluster-NILE20003	system	cluster-NILE20008	0
Entity	system	cluster-NILE20003	system	cluster-NILE20009	0
Entity	system	cluster-NILE20003	system	cluster-NILE20010	0
Entity	system	cluster-NILE20003	system	cluster-NILE20011	0
Entity	system	cluster-NILE20003	system	cluster-NILE20012	0
Entity	system	cluster-NILE20003	system	cluster-NILE20013	0
Entity	system	cluster-NILE20003	system	cluster-NILE20014	0
Entity	system	cluster-NILE20003	system	cluster-NILE20015	0
Entity	system	cluster-NILE20003	system	cluster-NILE20016	0
Entity	system	cluster-NILE20003	system	cluster-NILE20017	0
Entity	system	cluster-NILE20003	system	cluster-NILE20018	0
Entity	system	cluster-NILE20003	system	cluster-NILE20019	0
Entity	system	cluster-NILE20003	system	cluster-NILE20020	0
Entity	system	cluster-NILE20003	system	cluster-NILE20021	0
Entity	system	cluster-NILE20003	system	cluster-NILE20022	0
Entity	system	cluster-NILE20003	system	cluster-NILE20023	0
Entity	system	cluster-NILE20004	system	cluster-NILE20001	0
Entity	system	cluster-NILE20004	system	cluster-NILE20002	0
Entity	system	cluster-NILE20004	system	cluster-NILE20003	0
Entity	system	cluster-NILE20004	system	cluster-NILE20004	2
Entity	system	cluster-NILE20004	system	cluster-NILE20005	0
Entity	system	cluster-NILE20004	system	cluster-NILE20006	0
Entity	system	cluster-NILE20004	system	cluster-NILE20007	0
Entity	system	cluster-NILE20004	system	cluster-NILE20008	0
Entity	system	cluster-NILE20004	system	cluster-NILE20009	0
Entity	system	cluster-NILE20004	system	cluster-NILE20010	0
Entity	system	cluster-NILE20004	system	cluster-NILE20011	0
Entity	system	cluster-NILE20004	system	cluster-NILE20012	0
Entity	system	cluster-NILE20004	system	cluster-NILE20013	0
Entity	system	cluster-NILE20004	system	cluster-NILE20014	0
Entity	system	cluster-NILE20004	system	cluster-NILE20015	0
Entity	system	cluster-NILE20004	system	cluster-NILE20016	0
Entity	system	cluster-NILE20004	system	cluster-NILE20017	0
Entity	system	cluster-NILE20004	system	cluster-NILE20018	0
Entity	system	cluster-NILE20004	system	cluster-NILE20019	0
Entity	system	cluster-NILE20004	system	cluster-NILE20020	0
Entity	system	cluster-NILE20004	system	cluster-NILE20021	0
Entity	system	cluster-NILE20004	system	cluster-NILE20022	0
Entity	system	cluster-NILE20004	system	cluster-NILE20023	0
Entity	system	cluster-NILE20005	system	cluster-NILE20001	0
Entity	system	cluster-NILE20005	system	cluster-NILE20002	0
Entity	system	cluster-NILE20005	system	cluster-NILE20003	0
Entity	system	cluster-NILE20005	system	cluster-NILE20004	0
