metatype	system_or_gold1	cluster1	system_or_gold2	cluster2	similarity
Entity	system	cluster-NILE21435	system	cluster-NILE21435	1
Entity	system	cluster-NILE21435	system	cluster-NILE21436	0
Entity	system	cluster-NILE21435	system	cluster-NILE21437	0
Entity	system	cluster-NILE21435	system	cluster-NILE21438	0
Entity	system	cluster-NILE21435	system	cluster-NILE21439	1
Entity	system	cluster-NILE21435	system	cluster-NILE21440	0
Entity	system	cluster-NILE21436	system	cluster-NILE21435	0
Entity	system	cluster-NILE21436	system	cluster-NILE21436	2
Entity	system	cluster-NILE21436	system	cluster-NILE21437	0
Entity	system	cluster-NILE21436	system	cluster-NILE21438	0
Entity	system	cluster-NILE21436	system	cluster-NILE21439	0
Entity	system	cluster-NILE21436	system	cluster-NILE21440	0
Entity	system	cluster-NILE21437	system	cluster-NILE21435	0
Entity	system	cluster-NILE21437	system	cluster-NILE21436	0
Entity	system	cluster-NILE21437	system	cluster-NILE21437	2
Entity	system	cluster-NILE21437	system	cluster-NILE21438	0
Entity	system	cluster-NILE21437	system	cluster-NILE21439	0
Entity	system	cluster-NILE21437	system	cluster-NILE21440	0
Entity	system	cluster-NILE21438	system	cluster-NILE21435	0
Entity	system	cluster-NILE21438	system	cluster-NILE21436	0
Entity	system	cluster-NILE21438	system	cluster-NILE21437	0
Entity	system	cluster-NILE21438	system	cluster-NILE21438	1
Entity	system	cluster-NILE21438	system	cluster-NILE21439	0
Entity	system	cluster-NILE21438	system	cluster-NILE21440	0
Entity	system	cluster-NILE21439	system	cluster-NILE21435	1
Entity	system	cluster-NILE21439	system	cluster-NILE21436	0
Entity	system	cluster-NILE21439	system	cluster-NILE21437	0
Entity	system	cluster-NILE21439	system	cluster-NILE21438	0
Entity	system	cluster-NILE21439	system	cluster-NILE21439	1
Entity	system	cluster-NILE21439	system	cluster-NILE21440	0
Entity	system	cluster-NILE21440	system	cluster-NILE21435	0
Entity	system	cluster-NILE21440	system	cluster-NILE21436	0
Entity	system	cluster-NILE21440	system	cluster-NILE21437	0
Entity	system	cluster-NILE21440	system	cluster-NILE21438	0
Entity	system	cluster-NILE21440	system	cluster-NILE21439	0
Entity	system	cluster-NILE21440	system	cluster-NILE21440	1
Event	system	cluster-NILV21435	system	cluster-NILV21435	1
Event	system	cluster-NILV21435	system	cluster-NILV21436	0
Event	system	cluster-NILV21436	system	cluster-NILV21435	0
Event	system	cluster-NILV21436	system	cluster-NILV21436	1
Entity	system	cluster-NILE21435	gold	cluster-NILE21435	1
Entity	system	cluster-NILE21435	gold	cluster-NILE21436	0
Entity	system	cluster-NILE21435	gold	cluster-NILE21437	0
Entity	system	cluster-NILE21435	gold	cluster-NILE21438	0
Entity	system	cluster-NILE21435	gold	cluster-NILE21439	1
Entity	system	cluster-NILE21435	gold	cluster-NILE21440	0
Entity	system	cluster-NILE21436	gold	cluster-NILE21435	0
Entity	system	cluster-NILE21436	gold	cluster-NILE21436	2
Entity	system	cluster-NILE21436	gold	cluster-NILE21437	0
Entity	system	cluster-NILE21436	gold	cluster-NILE21438	0
Entity	system	cluster-NILE21436	gold	cluster-NILE21439	0
Entity	system	cluster-NILE21436	gold	cluster-NILE21440	0
Entity	system	cluster-NILE21437	gold	cluster-NILE21435	0
Entity	system	cluster-NILE21437	gold	cluster-NILE21436	0
Entity	system	cluster-NILE21437	gold	cluster-NILE21437	2
Entity	system	cluster-NILE21437	gold	cluster-NILE21438	0
Entity	system	cluster-NILE21437	gold	cluster-NILE21439	0
Entity	system	cluster-NILE21437	gold	cluster-NILE21440	0
Entity	system	cluster-NILE21438	gold	cluster-NILE21435	0
Entity	system	cluster-NILE21438	gold	cluster-NILE21436	0
Entity	system	cluster-NILE21438	gold	cluster-NILE21437	0
Entity	system	cluster-NILE21438	gold	cluster-NILE21438	1
Entity	system	cluster-NILE21438	gold	cluster-NILE21439	0
Entity	system	cluster-NILE21438	gold	cluster-NILE21440	0
Entity	system	cluster-NILE21439	gold	cluster-NILE21435	1
Entity	system	cluster-NILE21439	gold	cluster-NILE21436	0
Entity	system	cluster-NILE21439	gold	cluster-NILE21437	0
Entity	system	cluster-NILE21439	gold	cluster-NILE21438	0
Entity	system	cluster-NILE21439	gold	cluster-NILE21439	1
Entity	system	cluster-NILE21439	gold	cluster-NILE21440	0
Entity	system	cluster-NILE21440	gold	cluster-NILE21435	0
Entity	system	cluster-NILE21440	gold	cluster-NILE21436	0
Entity	system	cluster-NILE21440	gold	cluster-NILE21437	0
Entity	system	cluster-NILE21440	gold	cluster-NILE21438	0
Entity	system	cluster-NILE21440	gold	cluster-NILE21439	0
Entity	system	cluster-NILE21440	gold	cluster-NILE21440	1
Event	system	cluster-NILV21435	gold	cluster-NILV21435	1
Event	system	cluster-NILV21435	gold	cluster-NILV21436	0
Event	system	cluster-NILV21436	gold	cluster-NILV21435	0
Event	system	cluster-NILV21436	gold	cluster-NILV21436	1
Entity	gold	cluster-NILE21435	gold	cluster-NILE21435	1
Entity	gold	cluster-NILE21435	gold	cluster-NILE21436	0
Entity	gold	cluster-NILE21435	gold	cluster-NILE21437	0
Entity	gold	cluster-NILE21435	gold	cluster-NILE21438	0
Entity	gold	cluster-NILE21435	gold	cluster-NILE21439	1
Entity	gold	cluster-NILE21435	gold	cluster-NILE21440	0
Entity	gold	cluster-NILE21436	gold	cluster-NILE21435	0
Entity	gold	cluster-NILE21436	gold	cluster-NILE21436	2
Entity	gold	cluster-NILE21436	gold	cluster-NILE21437	0
Entity	gold	cluster-NILE21436	gold	cluster-NILE21438	0
Entity	gold	cluster-NILE21436	gold	cluster-NILE21439	0
Entity	gold	cluster-NILE21436	gold	cluster-NILE21440	0
Entity	gold	cluster-NILE21437	gold	cluster-NILE21435	0
Entity	gold	cluster-NILE21437	gold	cluster-NILE21436	0
Entity	gold	cluster-NILE21437	gold	cluster-NILE21437	2
Entity	gold	cluster-NILE21437	gold	cluster-NILE21438	0
Entity	gold	cluster-NILE21437	gold	cluster-NILE21439	0
Entity	gold	cluster-NILE21437	gold	cluster-NILE21440	0
Entity	gold	cluster-NILE21438	gold	cluster-NILE21435	0
Entity	gold	cluster-NILE21438	gold	cluster-NILE21436	0
Entity	gold	cluster-NILE21438	gold	cluster-NILE21437	0
Entity	gold	cluster-NILE21438	gold	cluster-NILE21438	1
Entity	gold	cluster-NILE21438	gold	cluster-NILE21439	0
Entity	gold	cluster-NILE21438	gold	cluster-NILE21440	0
Entity	gold	cluster-NILE21439	gold	cluster-NILE21435	1
Entity	gold	cluster-NILE21439	gold	cluster-NILE21436	0
Entity	gold	cluster-NILE21439	gold	cluster-NILE21437	0
Entity	gold	cluster-NILE21439	gold	cluster-NILE21438	0
