metatype	system_or_gold1	cluster1	system_or_gold2	cluster2	similarity
Entity	system	cluster-NILE22340	system	cluster-NILE22340	3
Entity	system	cluster-NILE22340	system	cluster-NILE22341	0
Entity	system	cluster-NILE22340	system	cluster-NILE22342	0
Entity	system	cluster-NILE22340	system	cluster-NILE22343	0
Entity	system	cluster-NILE22340	system	cluster-NILE22344	0
Entity	system	cluster-NILE22340	system	cluster-NILE22345	0
Entity	system	cluster-NILE22340	system	cluster-NILE22346	0
Entity	system	cluster-NILE22340	system	cluster-NILE22347	0
Entity	system	cluster-NILE22340	system	cluster-NILE22348	0
Entity	system	cluster-NILE22340	system	cluster-NILE22349	0
Entity	system	cluster-NILE22340	system	cluster-NILE22350	0
Entity	system	cluster-NILE22340	system	cluster-NILE22351	0
Entity	system	cluster-NILE22340	system	cluster-NILE22352	0
Entity	system	cluster-NILE22340	system	cluster-NILE22354	0
Entity	system	cluster-NILE22340	system	cluster-NILE22355	0
Entity	system	cluster-NILE22340	system	cluster-NILE22356	0
Entity	system	cluster-NILE22340	system	cluster-NILE22358	0
Entity	system	cluster-NILE22340	system	cluster-NILE22359	0
Entity	system	cluster-NILE22340	system	cluster-NILE22360	0
Entity	system	cluster-NILE22340	system	cluster-NILE22361	0
Entity	system	cluster-NILE22341	system	cluster-NILE22340	0
Entity	system	cluster-NILE22341	system	cluster-NILE22341	2
Entity	system	cluster-NILE22341	system	cluster-NILE22342	0
Entity	system	cluster-NILE22341	system	cluster-NILE22343	0
Entity	system	cluster-NILE22341	system	cluster-NILE22344	0
Entity	system	cluster-NILE22341	system	cluster-NILE22345	0
Entity	system	cluster-NILE22341	system	cluster-NILE22346	0
Entity	system	cluster-NILE22341	system	cluster-NILE22347	0
Entity	system	cluster-NILE22341	system	cluster-NILE22348	0
Entity	system	cluster-NILE22341	system	cluster-NILE22349	0
Entity	system	cluster-NILE22341	system	cluster-NILE22350	0
Entity	system	cluster-NILE22341	system	cluster-NILE22351	0
Entity	system	cluster-NILE22341	system	cluster-NILE22352	0
Entity	system	cluster-NILE22341	system	cluster-NILE22354	0
Entity	system	cluster-NILE22341	system	cluster-NILE22355	0
Entity	system	cluster-NILE22341	system	cluster-NILE22356	0
Entity	system	cluster-NILE22341	system	cluster-NILE22358	0
Entity	system	cluster-NILE22341	system	cluster-NILE22359	0
Entity	system	cluster-NILE22341	system	cluster-NILE22360	0
Entity	system	cluster-NILE22341	system	cluster-NILE22361	0
Entity	system	cluster-NILE22342	system	cluster-NILE22340	0
Entity	system	cluster-NILE22342	system	cluster-NILE22341	0
Entity	system	cluster-NILE22342	system	cluster-NILE22342	4
Entity	system	cluster-NILE22342	system	cluster-NILE22343	0
Entity	system	cluster-NILE22342	system	cluster-NILE22344	0
Entity	system	cluster-NILE22342	system	cluster-NILE22345	0
Entity	system	cluster-NILE22342	system	cluster-NILE22346	0
Entity	system	cluster-NILE22342	system	cluster-NILE22347	0
Entity	system	cluster-NILE22342	system	cluster-NILE22348	0
Entity	system	cluster-NILE22342	system	cluster-NILE22349	0
Entity	system	cluster-NILE22342	system	cluster-NILE22350	0
Entity	system	cluster-NILE22342	system	cluster-NILE22351	0
Entity	system	cluster-NILE22342	system	cluster-NILE22352	0
Entity	system	cluster-NILE22342	system	cluster-NILE22354	0
Entity	system	cluster-NILE22342	system	cluster-NILE22355	0
Entity	system	cluster-NILE22342	system	cluster-NILE22356	0
Entity	system	cluster-NILE22342	system	cluster-NILE22358	0
Entity	system	cluster-NILE22342	system	cluster-NILE22359	0
Entity	system	cluster-NILE22342	system	cluster-NILE22360	0
Entity	system	cluster-NILE22342	system	cluster-NILE22361	0
Entity	system	cluster-NILE22343	system	cluster-NILE22340	0
Entity	system	cluster-NILE22343	system	cluster-NILE22341	0
Entity	system	cluster-NILE22343	system	cluster-NILE22342	0
Entity	system	cluster-NILE22343	system	cluster-NILE22343	2
Entity	system	cluster-NILE22343	system	cluster-NILE22344	0
Entity	system	cluster-NILE22343	system	cluster-NILE22345	0
Entity	system	cluster-NILE22343	system	cluster-NILE22346	0
Entity	system	cluster-NILE22343	system	cluster-NILE22347	0
Entity	system	cluster-NILE22343	system	cluster-NILE22348	0
Entity	system	cluster-NILE22343	system	cluster-NILE22349	0
Entity	system	cluster-NILE22343	system	cluster-NILE22350	0
Entity	system	cluster-NILE22343	system	cluster-NILE22351	0
Entity	system	cluster-NILE22343	system	cluster-NILE22352	0
Entity	system	cluster-NILE22343	system	cluster-NILE22354	0
Entity	system	cluster-NILE22343	system	cluster-NILE22355	0
Entity	system	cluster-NILE22343	system	cluster-NILE22356	0
Entity	system	cluster-NILE22343	system	cluster-NILE22358	0
Entity	system	cluster-NILE22343	system	cluster-NILE22359	0
Entity	system	cluster-NILE22343	system	cluster-NILE22360	0
Entity	system	cluster-NILE22343	system	cluster-NILE22361	0
Entity	system	cluster-NILE22344	system	cluster-NILE22340	0
Entity	system	cluster-NILE22344	system	cluster-NILE22341	0
Entity	system	cluster-NILE22344	system	cluster-NILE22342	0
Entity	system	cluster-NILE22344	system	cluster-NILE22343	0
Entity	system	cluster-NILE22344	system	cluster-NILE22344	2
Entity	system	cluster-NILE22344	system	cluster-NILE22345	0
Entity	system	cluster-NILE22344	system	cluster-NILE22346	0
Entity	system	cluster-NILE22344	system	cluster-NILE22347	0
Entity	system	cluster-NILE22344	system	cluster-NILE22348	0
Entity	system	cluster-NILE22344	system	cluster-NILE22349	0
Entity	system	cluster-NILE22344	system	cluster-NILE22350	0
Entity	system	cluster-NILE22344	system	cluster-NILE22351	0
Entity	system	cluster-NILE22344	system	cluster-NILE22352	0
Entity	system	cluster-NILE22344	system	cluster-NILE22354	0
Entity	system	cluster-NILE22344	system	cluster-NILE22355	0
Entity	system	cluster-NILE22344	system	cluster-NILE22356	0
Entity	system	cluster-NILE22344	system	cluster-NILE22358	0
Entity	system	cluster-NILE22344	system	cluster-NILE22359	0
Entity	system	cluster-NILE22344	system	cluster-NILE22360	0
Entity	system	cluster-NILE22344	system	cluster-NILE22361	0
Entity	system	cluster-NILE22345	system	cluster-NILE22340	0
Entity	system	cluster-NILE22345	system	cluster-NILE22341	0
Entity	system	cluster-NILE22345	system	cluster-NILE22342	0
Entity	system	cluster-NILE22345	system	cluster-NILE22343	0
Entity	system	cluster-NILE22345	system	cluster-NILE22344	0
Entity	system	cluster-NILE22345	system	cluster-NILE22345	2
Entity	system	cluster-NILE22345	system	cluster-NILE22346	0
Entity	system	cluster-NILE22345	system	cluster-NILE22347	0
Entity	system	cluster-NILE22345	system	cluster-NILE22348	0
Entity	system	cluster-NILE22345	system	cluster-NILE22349	0
Entity	system	cluster-NILE22345	system	cluster-NILE22350	0
Entity	system	cluster-NILE22345	system	cluster-NILE22351	0
Entity	system	cluster-NILE22345	system	cluster-NILE22352	0
Entity	system	cluster-NILE22345	system	cluster-NILE22354	0
Entity	system	cluster-NILE22345	system	cluster-NILE22355	0
Entity	system	cluster-NILE22345	system	cluster-NILE22356	0
Entity	system	cluster-NILE22345	system	cluster-NILE22358	0
Entity	system	cluster-NILE22345	system	cluster-NILE22359	0
Entity	system	cluster-NILE22345	system	cluster-NILE22360	0
Entity	system	cluster-NILE22345	system	cluster-NILE22361	0
Entity	system	cluster-NILE22346	system	cluster-NILE22340	0
Entity	system	cluster-NILE22346	system	cluster-NILE22341	0
Entity	system	cluster-NILE22346	system	cluster-NILE22342	0
Entity	system	cluster-NILE22346	system	cluster-NILE22343	0
Entity	system	cluster-NILE22346	system	cluster-NILE22344	0
Entity	system	cluster-NILE22346	system	cluster-NILE22345	0
Entity	system	cluster-NILE22346	system	cluster-NILE22346	6
Entity	system	cluster-NILE22346	system	cluster-NILE22347	0
Entity	system	cluster-NILE22346	system	cluster-NILE22348	0
Entity	system	cluster-NILE22346	system	cluster-NILE22349	0
Entity	system	cluster-NILE22346	system	cluster-NILE22350	0
Entity	system	cluster-NILE22346	system	cluster-NILE22351	0
Entity	system	cluster-NILE22346	system	cluster-NILE22352	0
Entity	system	cluster-NILE22346	system	cluster-NILE22354	0
Entity	system	cluster-NILE22346	system	cluster-NILE22355	0
Entity	system	cluster-NILE22346	system	cluster-NILE22356	0
Entity	system	cluster-NILE22346	system	cluster-NILE22358	0
Entity	system	cluster-NILE22346	system	cluster-NILE22359	0
Entity	system	cluster-NILE22346	system	cluster-NILE22360	0
Entity	system	cluster-NILE22346	system	cluster-NILE22361	0
Entity	system	cluster-NILE22347	system	cluster-NILE22340	0
Entity	system	cluster-NILE22347	system	cluster-NILE22341	0
Entity	system	cluster-NILE22347	system	cluster-NILE22342	0
Entity	system	cluster-NILE22347	system	cluster-NILE22343	0
Entity	system	cluster-NILE22347	system	cluster-NILE22344	0
Entity	system	cluster-NILE22347	system	cluster-NILE22345	0
Entity	system	cluster-NILE22347	system	cluster-NILE22346	0
Entity	system	cluster-NILE22347	system	cluster-NILE22347	2
Entity	system	cluster-NILE22347	system	cluster-NILE22348	0
Entity	system	cluster-NILE22347	system	cluster-NILE22349	0
Entity	system	cluster-NILE22347	system	cluster-NILE22350	0
Entity	system	cluster-NILE22347	system	cluster-NILE22351	0
Entity	system	cluster-NILE22347	system	cluster-NILE22352	0
Entity	system	cluster-NILE22347	system	cluster-NILE22354	0
Entity	system	cluster-NILE22347	system	cluster-NILE22355	0
Entity	system	cluster-NILE22347	system	cluster-NILE22356	0
Entity	system	cluster-NILE22347	system	cluster-NILE22358	0
Entity	system	cluster-NILE22347	system	cluster-NILE22359	0
Entity	system	cluster-NILE22347	system	cluster-NILE22360	0
Entity	system	cluster-NILE22347	system	cluster-NILE22361	0
Entity	system	cluster-NILE22348	system	cluster-NILE22340	0
Entity	system	cluster-NILE22348	system	cluster-NILE22341	0
Entity	system	cluster-NILE22348	system	cluster-NILE22342	0
Entity	system	cluster-NILE22348	system	cluster-NILE22343	0
Entity	system	cluster-NILE22348	system	cluster-NILE22344	0
Entity	system	cluster-NILE22348	system	cluster-NILE22345	0
Entity	system	cluster-NILE22348	system	cluster-NILE22346	0
Entity	system	cluster-NILE22348	system	cluster-NILE22347	0
Entity	system	cluster-NILE22348	system	cluster-NILE22348	3
Entity	system	cluster-NILE22348	system	cluster-NILE22349	0
Entity	system	cluster-NILE22348	system	cluster-NILE22350	0
Entity	system	cluster-NILE22348	system	cluster-NILE22351	0
Entity	system	cluster-NILE22348	system	cluster-NILE22352	0
Entity	system	cluster-NILE22348	system	cluster-NILE22354	0
Entity	system	cluster-NILE22348	system	cluster-NILE22355	0
Entity	system	cluster-NILE22348	system	cluster-NILE22356	0
Entity	system	cluster-NILE22348	system	cluster-NILE22358	0
Entity	system	cluster-NILE22348	system	cluster-NILE22359	0
Entity	system	cluster-NILE22348	system	cluster-NILE22360	0
Entity	system	cluster-NILE22348	system	cluster-NILE22361	0
Entity	system	cluster-NILE22349	system	cluster-NILE22340	0
Entity	system	cluster-NILE22349	system	cluster-NILE22341	0
Entity	system	cluster-NILE22349	system	cluster-NILE22342	0
Entity	system	cluster-NILE22349	system	cluster-NILE22343	0
Entity	system	cluster-NILE22349	system	cluster-NILE22344	0
Entity	system	cluster-NILE22349	system	cluster-NILE22345	0
Entity	system	cluster-NILE22349	system	cluster-NILE22346	0
Entity	system	cluster-NILE22349	system	cluster-NILE22347	0
Entity	system	cluster-NILE22349	system	cluster-NILE22348	0
Entity	system	cluster-NILE22349	system	cluster-NILE22349	1
Entity	system	cluster-NILE22349	system	cluster-NILE22350	0
Entity	system	cluster-NILE22349	system	cluster-NILE22351	0
Entity	system	cluster-NILE22349	system	cluster-NILE22352	0
Entity	system	cluster-NILE22349	system	cluster-NILE22354	0
Entity	system	cluster-NILE22349	system	cluster-NILE22355	0
Entity	system	cluster-NILE22349	system	cluster-NILE22356	0
Entity	system	cluster-NILE22349	system	cluster-NILE22358	0
Entity	system	cluster-NILE22349	system	cluster-NILE22359	0
Entity	system	cluster-NILE22349	system	cluster-NILE22360	0
Entity	system	cluster-NILE22349	system	cluster-NILE22361	0
Entity	system	cluster-NILE22350	system	cluster-NILE22340	0
Entity	system	cluster-NILE22350	system	cluster-NILE22341	0
Entity	system	cluster-NILE22350	system	cluster-NILE22342	0
Entity	system	cluster-NILE22350	system	cluster-NILE22343	0
Entity	system	cluster-NILE22350	system	cluster-NILE22344	0
Entity	system	cluster-NILE22350	system	cluster-NILE22345	0
Entity	system	cluster-NILE22350	system	cluster-NILE22346	0
Entity	system	cluster-NILE22350	system	cluster-NILE22347	0
Entity	system	cluster-NILE22350	system	cluster-NILE22348	0
Entity	system	cluster-NILE22350	system	cluster-NILE22349	0
Entity	system	cluster-NILE22350	system	cluster-NILE22350	1
Entity	system	cluster-NILE22350	system	cluster-NILE22351	0
Entity	system	cluster-NILE22350	system	cluster-NILE22352	0
Entity	system	cluster-NILE22350	system	cluster-NILE22354	0
Entity	system	cluster-NILE22350	system	cluster-NILE22355	0
Entity	system	cluster-NILE22350	system	cluster-NILE22356	0
Entity	system	cluster-NILE22350	system	cluster-NILE22358	0
Entity	system	cluster-NILE22350	system	cluster-NILE22359	0
Entity	system	cluster-NILE22350	system	cluster-NILE22360	0
Entity	system	cluster-NILE22350	system	cluster-NILE22361	0
Entity	system	cluster-NILE22351	system	cluster-NILE22340	0
Entity	system	cluster-NILE22351	system	cluster-NILE22341	0
Entity	system	cluster-NILE22351	system	cluster-NILE22342	0
Entity	system	cluster-NILE22351	system	cluster-NILE22343	0
Entity	system	cluster-NILE22351	system	cluster-NILE22344	0
Entity	system	cluster-NILE22351	system	cluster-NILE22345	0
Entity	system	cluster-NILE22351	system	cluster-NILE22346	0
Entity	system	cluster-NILE22351	system	cluster-NILE22347	0
Entity	system	cluster-NILE22351	system	cluster-NILE22348	0
Entity	system	cluster-NILE22351	system	cluster-NILE22349	0
Entity	system	cluster-NILE22351	system	cluster-NILE22350	0
Entity	system	cluster-NILE22351	system	cluster-NILE22351	1
Entity	system	cluster-NILE22351	system	cluster-NILE22352	0
Entity	system	cluster-NILE22351	system	cluster-NILE22354	0
Entity	system	cluster-NILE22351	system	cluster-NILE22355	0
Entity	system	cluster-NILE22351	system	cluster-NILE22356	0
Entity	system	cluster-NILE22351	system	cluster-NILE22358	0
Entity	system	cluster-NILE22351	system	cluster-NILE22359	0
Entity	system	cluster-NILE22351	system	cluster-NILE22360	0
Entity	system	cluster-NILE22351	system	cluster-NILE22361	0
Entity	system	cluster-NILE22352	system	cluster-NILE22340	0
Entity	system	cluster-NILE22352	system	cluster-NILE22341	0
Entity	system	cluster-NILE22352	system	cluster-NILE22342	0
Entity	system	cluster-NILE22352	system	cluster-NILE22343	0
Entity	system	cluster-NILE22352	system	cluster-NILE22344	0
Entity	system	cluster-NILE22352	system	cluster-NILE22345	0
Entity	system	cluster-NILE22352	system	cluster-NILE22346	0
Entity	system	cluster-NILE22352	system	cluster-NILE22347	0
Entity	system	cluster-NILE22352	system	cluster-NILE22348	0
Entity	system	cluster-NILE22352	system	cluster-NILE22349	0
Entity	system	cluster-NILE22352	system	cluster-NILE22350	0
Entity	system	cluster-NILE22352	system	cluster-NILE22351	0
Entity	system	cluster-NILE22352	system	cluster-NILE22352	2
Entity	system	cluster-NILE22352	system	cluster-NILE22354	0
Entity	system	cluster-NILE22352	system	cluster-NILE22355	0
Entity	system	cluster-NILE22352	system	cluster-NILE22356	0
Entity	system	cluster-NILE22352	system	cluster-NILE22358	0
Entity	system	cluster-NILE22352	system	cluster-NILE22359	0
Entity	system	cluster-NILE22352	system	cluster-NILE22360	0
Entity	system	cluster-NILE22352	system	cluster-NILE22361	0
Entity	system	cluster-NILE22354	system	cluster-NILE22340	0
Entity	system	cluster-NILE22354	system	cluster-NILE22341	0
Entity	system	cluster-NILE22354	system	cluster-NILE22342	0
Entity	system	cluster-NILE22354	system	cluster-NILE22343	0
Entity	system	cluster-NILE22354	system	cluster-NILE22344	0
Entity	system	cluster-NILE22354	system	cluster-NILE22345	0
Entity	system	cluster-NILE22354	system	cluster-NILE22346	0
Entity	system	cluster-NILE22354	system	cluster-NILE22347	0
Entity	system	cluster-NILE22354	system	cluster-NILE22348	0
Entity	system	cluster-NILE22354	system	cluster-NILE22349	0
Entity	system	cluster-NILE22354	system	cluster-NILE22350	0
Entity	system	cluster-NILE22354	system	cluster-NILE22351	0
Entity	system	cluster-NILE22354	system	cluster-NILE22352	0
Entity	system	cluster-NILE22354	system	cluster-NILE22354	1
Entity	system	cluster-NILE22354	system	cluster-NILE22355	0
Entity	system	cluster-NILE22354	system	cluster-NILE22356	0
Entity	system	cluster-NILE22354	system	cluster-NILE22358	0
Entity	system	cluster-NILE22354	system	cluster-NILE22359	0
Entity	system	cluster-NILE22354	system	cluster-NILE22360	0
Entity	system	cluster-NILE22354	system	cluster-NILE22361	0
Entity	system	cluster-NILE22355	system	cluster-NILE22340	0
Entity	system	cluster-NILE22355	system	cluster-NILE22341	0
Entity	system	cluster-NILE22355	system	cluster-NILE22342	0
Entity	system	cluster-NILE22355	system	cluster-NILE22343	0
Entity	system	cluster-NILE22355	system	cluster-NILE22344	0
Entity	system	cluster-NILE22355	system	cluster-NILE22345	0
Entity	system	cluster-NILE22355	system	cluster-NILE22346	0
Entity	system	cluster-NILE22355	system	cluster-NILE22347	0
Entity	system	cluster-NILE22355	system	cluster-NILE22348	0
Entity	system	cluster-NILE22355	system	cluster-NILE22349	0
Entity	system	cluster-NILE22355	system	cluster-NILE22350	0
Entity	system	cluster-NILE22355	system	cluster-NILE22351	0
Entity	system	cluster-NILE22355	system	cluster-NILE22352	0
Entity	system	cluster-NILE22355	system	cluster-NILE22354	0
Entity	system	cluster-NILE22355	system	cluster-NILE22355	1
Entity	system	cluster-NILE22355	system	cluster-NILE22356	0
Entity	system	cluster-NILE22355	system	cluster-NILE22358	0
Entity	system	cluster-NILE22355	system	cluster-NILE22359	0
Entity	system	cluster-NILE22355	system	cluster-NILE22360	0
Entity	system	cluster-NILE22355	system	cluster-NILE22361	0
Entity	system	cluster-NILE22356	system	cluster-NILE22340	0
Entity	system	cluster-NILE22356	system	cluster-NILE22341	0
Entity	system	cluster-NILE22356	system	cluster-NILE22342	0
Entity	system	cluster-NILE22356	system	cluster-NILE22343	0
Entity	system	cluster-NILE22356	system	cluster-NILE22344	0
Entity	system	cluster-NILE22356	system	cluster-NILE22345	0
