metatype	system_or_gold1	cluster1	system_or_gold2	cluster2	similarity
Entity	system	cluster-NILE21620	system	cluster-NILE21620	1
Entity	system	cluster-NILE21620	system	cluster-NILE21621	0
Entity	system	cluster-NILE21620	system	cluster-NILE21622	0
Entity	system	cluster-NILE21620	system	cluster-NILE21623	0
Entity	system	cluster-NILE21620	system	cluster-NILE21624	0
Entity	system	cluster-NILE21620	system	cluster-NILE21625	0
Entity	system	cluster-NILE21620	system	cluster-NILE21626	0
Entity	system	cluster-NILE21620	system	cluster-NILE21627	0
Entity	system	cluster-NILE21620	system	cluster-NILE21628	0
Entity	system	cluster-NILE21620	system	cluster-NILE21629	0
Entity	system	cluster-NILE21620	system	cluster-NILE21630	0
Entity	system	cluster-NILE21620	system	cluster-NILE21631	0
Entity	system	cluster-NILE21620	system	cluster-NILE21632	0
Entity	system	cluster-NILE21620	system	cluster-NILE21633	0
Entity	system	cluster-NILE21620	system	cluster-NILE21634	0
Entity	system	cluster-NILE21620	system	cluster-NILE21635	0
Entity	system	cluster-NILE21620	system	cluster-NILE21636	0
Entity	system	cluster-NILE21620	system	cluster-NILE21637	0
Entity	system	cluster-NILE21620	system	cluster-NILE21638	0
Entity	system	cluster-NILE21620	system	cluster-NILE21639	0
Entity	system	cluster-NILE21620	system	cluster-NILE21640	0
Entity	system	cluster-NILE21620	system	cluster-NILE21641	0
Entity	system	cluster-NILE21620	system	cluster-NILE21642	0
Entity	system	cluster-NILE21620	system	cluster-NILE21643	0
Entity	system	cluster-NILE21620	system	cluster-NILE21644	0
Entity	system	cluster-NILE21620	system	cluster-NILE21645	0
Entity	system	cluster-NILE21620	system	cluster-NILE21646	0
Entity	system	cluster-NILE21620	system	cluster-NILE21647	0
Entity	system	cluster-NILE21620	system	cluster-NILE21648	0
Entity	system	cluster-NILE21620	system	cluster-NILE21649	0
Entity	system	cluster-NILE21620	system	cluster-NILE21650	0
Entity	system	cluster-NILE21620	system	cluster-NILE21651	0
Entity	system	cluster-NILE21620	system	cluster-NILE21652	0
Entity	system	cluster-NILE21620	system	cluster-NILE21653	0
Entity	system	cluster-NILE21620	system	cluster-NILE21654	0
Entity	system	cluster-NILE21620	system	cluster-NILE21655	0
Entity	system	cluster-NILE21620	system	cluster-NILE21656	0
Entity	system	cluster-NILE21620	system	cluster-NILE21657	0
Entity	system	cluster-NILE21620	system	cluster-NILE21658	0
Entity	system	cluster-NILE21621	system	cluster-NILE21620	0
Entity	system	cluster-NILE21621	system	cluster-NILE21621	2
