metatype	system_or_gold1	cluster1	system_or_gold2	cluster2	similarity
Entity	system	cluster-NILE21300	system	cluster-NILE21300	1
Entity	system	cluster-NILE21300	system	cluster-NILE21301	1
Entity	system	cluster-NILE21300	system	cluster-NILE21302	0
Entity	system	cluster-NILE21300	system	cluster-NILE21303	1
Entity	system	cluster-NILE21300	system	cluster-NILE21304	0
Entity	system	cluster-NILE21300	system	cluster-NILE21305	1
Entity	system	cluster-NILE21300	system	cluster-NILE21306	1
Entity	system	cluster-NILE21300	system	cluster-NILE21307	1
Entity	system	cluster-NILE21300	system	cluster-NILE21308	0
Entity	system	cluster-NILE21300	system	cluster-NILE21309	1
Entity	system	cluster-NILE21300	system	cluster-NILE21310	1
Entity	system	cluster-NILE21300	system	cluster-NILE21311	1
Entity	system	cluster-NILE21301	system	cluster-NILE21300	1
Entity	system	cluster-NILE21301	system	cluster-NILE21301	1
Entity	system	cluster-NILE21301	system	cluster-NILE21302	0
Entity	system	cluster-NILE21301	system	cluster-NILE21303	1
Entity	system	cluster-NILE21301	system	cluster-NILE21304	1
Entity	system	cluster-NILE21301	system	cluster-NILE21305	1
Entity	system	cluster-NILE21301	system	cluster-NILE21306	1
Entity	system	cluster-NILE21301	system	cluster-NILE21307	1
Entity	system	cluster-NILE21301	system	cluster-NILE21308	0
Entity	system	cluster-NILE21301	system	cluster-NILE21309	1
Entity	system	cluster-NILE21301	system	cluster-NILE21310	1
Entity	system	cluster-NILE21301	system	cluster-NILE21311	1
Entity	system	cluster-NILE21302	system	cluster-NILE21300	0
Entity	system	cluster-NILE21302	system	cluster-NILE21301	0
Entity	system	cluster-NILE21302	system	cluster-NILE21302	1
Entity	system	cluster-NILE21302	system	cluster-NILE21303	0
Entity	system	cluster-NILE21302	system	cluster-NILE21304	0
Entity	system	cluster-NILE21302	system	cluster-NILE21305	0
Entity	system	cluster-NILE21302	system	cluster-NILE21306	0
Entity	system	cluster-NILE21302	system	cluster-NILE21307	0
Entity	system	cluster-NILE21302	system	cluster-NILE21308	0
Entity	system	cluster-NILE21302	system	cluster-NILE21309	0
Entity	system	cluster-NILE21302	system	cluster-NILE21310	0
Entity	system	cluster-NILE21302	system	cluster-NILE21311	0
Entity	system	cluster-NILE21303	system	cluster-NILE21300	1
Entity	system	cluster-NILE21303	system	cluster-NILE21301	1
Entity	system	cluster-NILE21303	system	cluster-NILE21302	0
Entity	system	cluster-NILE21303	system	cluster-NILE21303	1
Entity	system	cluster-NILE21303	system	cluster-NILE21304	1
Entity	system	cluster-NILE21303	system	cluster-NILE21305	1
Entity	system	cluster-NILE21303	system	cluster-NILE21306	0
Entity	system	cluster-NILE21303	system	cluster-NILE21307	1
Entity	system	cluster-NILE21303	system	cluster-NILE21308	0
Entity	system	cluster-NILE21303	system	cluster-NILE21309	1
Entity	system	cluster-NILE21303	system	cluster-NILE21310	1
Entity	system	cluster-NILE21303	system	cluster-NILE21311	0
Entity	system	cluster-NILE21304	system	cluster-NILE21300	0
Entity	system	cluster-NILE21304	system	cluster-NILE21301	1
Entity	system	cluster-NILE21304	system	cluster-NILE21302	0
Entity	system	cluster-NILE21304	system	cluster-NILE21303	1
Entity	system	cluster-NILE21304	system	cluster-NILE21304	1
Entity	system	cluster-NILE21304	system	cluster-NILE21305	0
Entity	system	cluster-NILE21304	system	cluster-NILE21306	0
Entity	system	cluster-NILE21304	system	cluster-NILE21307	0
Entity	system	cluster-NILE21304	system	cluster-NILE21308	0
Entity	system	cluster-NILE21304	system	cluster-NILE21309	1
Entity	system	cluster-NILE21304	system	cluster-NILE21310	1
Entity	system	cluster-NILE21304	system	cluster-NILE21311	0
Entity	system	cluster-NILE21305	system	cluster-NILE21300	1
Entity	system	cluster-NILE21305	system	cluster-NILE21301	1
Entity	system	cluster-NILE21305	system	cluster-NILE21302	0
Entity	system	cluster-NILE21305	system	cluster-NILE21303	1
Entity	system	cluster-NILE21305	system	cluster-NILE21304	0
Entity	system	cluster-NILE21305	system	cluster-NILE21305	1
Entity	system	cluster-NILE21305	system	cluster-NILE21306	0
Entity	system	cluster-NILE21305	system	cluster-NILE21307	1
Entity	system	cluster-NILE21305	system	cluster-NILE21308	0
Entity	system	cluster-NILE21305	system	cluster-NILE21309	1
Entity	system	cluster-NILE21305	system	cluster-NILE21310	1
Entity	system	cluster-NILE21305	system	cluster-NILE21311	1
Entity	system	cluster-NILE21306	system	cluster-NILE21300	1
Entity	system	cluster-NILE21306	system	cluster-NILE21301	1
Entity	system	cluster-NILE21306	system	cluster-NILE21302	0
Entity	system	cluster-NILE21306	system	cluster-NILE21303	0
Entity	system	cluster-NILE21306	system	cluster-NILE21304	0
Entity	system	cluster-NILE21306	system	cluster-NILE21305	0
Entity	system	cluster-NILE21306	system	cluster-NILE21306	1
Entity	system	cluster-NILE21306	system	cluster-NILE21307	1
Entity	system	cluster-NILE21306	system	cluster-NILE21308	1
Entity	system	cluster-NILE21306	system	cluster-NILE21309	0
Entity	system	cluster-NILE21306	system	cluster-NILE21310	0
Entity	system	cluster-NILE21306	system	cluster-NILE21311	1
Entity	system	cluster-NILE21307	system	cluster-NILE21300	1
Entity	system	cluster-NILE21307	system	cluster-NILE21301	1
Entity	system	cluster-NILE21307	system	cluster-NILE21302	0
Entity	system	cluster-NILE21307	system	cluster-NILE21303	1
Entity	system	cluster-NILE21307	system	cluster-NILE21304	0
Entity	system	cluster-NILE21307	system	cluster-NILE21305	1
Entity	system	cluster-NILE21307	system	cluster-NILE21306	1
Entity	system	cluster-NILE21307	system	cluster-NILE21307	1
Entity	system	cluster-NILE21307	system	cluster-NILE21308	0
Entity	system	cluster-NILE21307	system	cluster-NILE21309	1
Entity	system	cluster-NILE21307	system	cluster-NILE21310	1
Entity	system	cluster-NILE21307	system	cluster-NILE21311	1
Entity	system	cluster-NILE21308	system	cluster-NILE21300	0
Entity	system	cluster-NILE21308	system	cluster-NILE21301	0
Entity	system	cluster-NILE21308	system	cluster-NILE21302	0
Entity	system	cluster-NILE21308	system	cluster-NILE21303	0
Entity	system	cluster-NILE21308	system	cluster-NILE21304	0
Entity	system	cluster-NILE21308	system	cluster-NILE21305	0
Entity	system	cluster-NILE21308	system	cluster-NILE21306	1
Entity	system	cluster-NILE21308	system	cluster-NILE21307	0
Entity	system	cluster-NILE21308	system	cluster-NILE21308	1
Entity	system	cluster-NILE21308	system	cluster-NILE21309	0
Entity	system	cluster-NILE21308	system	cluster-NILE21310	0
Entity	system	cluster-NILE21308	system	cluster-NILE21311	1
Entity	system	cluster-NILE21309	system	cluster-NILE21300	1
Entity	system	cluster-NILE21309	system	cluster-NILE21301	1
Entity	system	cluster-NILE21309	system	cluster-NILE21302	0
Entity	system	cluster-NILE21309	system	cluster-NILE21303	1
Entity	system	cluster-NILE21309	system	cluster-NILE21304	1
Entity	system	cluster-NILE21309	system	cluster-NILE21305	1
Entity	system	cluster-NILE21309	system	cluster-NILE21306	0
Entity	system	cluster-NILE21309	system	cluster-NILE21307	1
Entity	system	cluster-NILE21309	system	cluster-NILE21308	0
Entity	system	cluster-NILE21309	system	cluster-NILE21309	1
Entity	system	cluster-NILE21309	system	cluster-NILE21310	1
Entity	system	cluster-NILE21309	system	cluster-NILE21311	1
Entity	system	cluster-NILE21310	system	cluster-NILE21300	1
Entity	system	cluster-NILE21310	system	cluster-NILE21301	1
Entity	system	cluster-NILE21310	system	cluster-NILE21302	0
Entity	system	cluster-NILE21310	system	cluster-NILE21303	1
Entity	system	cluster-NILE21310	system	cluster-NILE21304	1
Entity	system	cluster-NILE21310	system	cluster-NILE21305	1
Entity	system	cluster-NILE21310	system	cluster-NILE21306	0
Entity	system	cluster-NILE21310	system	cluster-NILE21307	1
Entity	system	cluster-NILE21310	system	cluster-NILE21308	0
Entity	system	cluster-NILE21310	system	cluster-NILE21309	1
Entity	system	cluster-NILE21310	system	cluster-NILE21310	1
Entity	system	cluster-NILE21310	system	cluster-NILE21311	1
Entity	system	cluster-NILE21311	system	cluster-NILE21300	1
Entity	system	cluster-NILE21311	system	cluster-NILE21301	1
Entity	system	cluster-NILE21311	system	cluster-NILE21302	0
Entity	system	cluster-NILE21311	system	cluster-NILE21303	0
Entity	system	cluster-NILE21311	system	cluster-NILE21304	0
Entity	system	cluster-NILE21311	system	cluster-NILE21305	1
Entity	system	cluster-NILE21311	system	cluster-NILE21306	1
Entity	system	cluster-NILE21311	system	cluster-NILE21307	1
Entity	system	cluster-NILE21311	system	cluster-NILE21308	1
Entity	system	cluster-NILE21311	system	cluster-NILE21309	1
Entity	system	cluster-NILE21311	system	cluster-NILE21310	1
Entity	system	cluster-NILE21311	system	cluster-NILE21311	1
Event	system	cluster-NILV21300	system	cluster-NILV21300	1
Event	system	cluster-NILV21300	system	cluster-NILV21301	0
Event	system	cluster-NILV21300	system	cluster-NILV21302	0
Event	system	cluster-NILV21301	system	cluster-NILV21300	0
Event	system	cluster-NILV21301	system	cluster-NILV21301	2
Event	system	cluster-NILV21301	system	cluster-NILV21302	0
Event	system	cluster-NILV21302	system	cluster-NILV21300	0
Event	system	cluster-NILV21302	system	cluster-NILV21301	0
Event	system	cluster-NILV21302	system	cluster-NILV21302	1
Entity	system	cluster-NILE21300	gold	cluster-NILE21300	1
