metatype	system_or_gold1	cluster1	system_or_gold2	cluster2	similarity
Entity	system	cluster-NILE22415	system	cluster-NILE22415	3
Entity	system	cluster-NILE22415	system	cluster-NILE22416	0
Entity	system	cluster-NILE22415	system	cluster-NILE22417	0
Entity	system	cluster-NILE22415	system	cluster-NILE22418	0
Entity	system	cluster-NILE22415	system	cluster-NILE22419	0
Entity	system	cluster-NILE22415	system	cluster-NILE22420	0
Entity	system	cluster-NILE22415	system	cluster-NILE22421	0
Entity	system	cluster-NILE22415	system	cluster-NILE22422	0
Entity	system	cluster-NILE22415	system	cluster-NILE22423	0
Entity	system	cluster-NILE22415	system	cluster-NILE22424	0
Entity	system	cluster-NILE22415	system	cluster-NILE22426	0
Entity	system	cluster-NILE22415	system	cluster-NILE22427	0
Entity	system	cluster-NILE22415	system	cluster-NILE22429	0
Entity	system	cluster-NILE22415	system	cluster-NILE22430	0
Entity	system	cluster-NILE22415	system	cluster-NILE22431	0
Entity	system	cluster-NILE22416	system	cluster-NILE22415	0
Entity	system	cluster-NILE22416	system	cluster-NILE22416	4
Entity	system	cluster-NILE22416	system	cluster-NILE22417	0
Entity	system	cluster-NILE22416	system	cluster-NILE22418	0
Entity	system	cluster-NILE22416	system	cluster-NILE22419	0
Entity	system	cluster-NILE22416	system	cluster-NILE22420	0
Entity	system	cluster-NILE22416	system	cluster-NILE22421	0
Entity	system	cluster-NILE22416	system	cluster-NILE22422	0
Entity	system	cluster-NILE22416	system	cluster-NILE22423	0
Entity	system	cluster-NILE22416	system	cluster-NILE22424	0
Entity	system	cluster-NILE22416	system	cluster-NILE22426	0
Entity	system	cluster-NILE22416	system	cluster-NILE22427	0
Entity	system	cluster-NILE22416	system	cluster-NILE22429	0
Entity	system	cluster-NILE22416	system	cluster-NILE22430	0
Entity	system	cluster-NILE22416	system	cluster-NILE22431	0
Entity	system	cluster-NILE22417	system	cluster-NILE22415	0
Entity	system	cluster-NILE22417	system	cluster-NILE22416	0
Entity	system	cluster-NILE22417	system	cluster-NILE22417	2
Entity	system	cluster-NILE22417	system	cluster-NILE22418	0
Entity	system	cluster-NILE22417	system	cluster-NILE22419	0
Entity	system	cluster-NILE22417	system	cluster-NILE22420	0
Entity	system	cluster-NILE22417	system	cluster-NILE22421	0
Entity	system	cluster-NILE22417	system	cluster-NILE22422	0
Entity	system	cluster-NILE22417	system	cluster-NILE22423	0
Entity	system	cluster-NILE22417	system	cluster-NILE22424	0
Entity	system	cluster-NILE22417	system	cluster-NILE22426	0
Entity	system	cluster-NILE22417	system	cluster-NILE22427	0
Entity	system	cluster-NILE22417	system	cluster-NILE22429	0
Entity	system	cluster-NILE22417	system	cluster-NILE22430	0
Entity	system	cluster-NILE22417	system	cluster-NILE22431	0
Entity	system	cluster-NILE22418	system	cluster-NILE22415	0
Entity	system	cluster-NILE22418	system	cluster-NILE22416	0
Entity	system	cluster-NILE22418	system	cluster-NILE22417	0
Entity	system	cluster-NILE22418	system	cluster-NILE22418	4
Entity	system	cluster-NILE22418	system	cluster-NILE22419	0
Entity	system	cluster-NILE22418	system	cluster-NILE22420	0
Entity	system	cluster-NILE22418	system	cluster-NILE22421	0
Entity	system	cluster-NILE22418	system	cluster-NILE22422	0
Entity	system	cluster-NILE22418	system	cluster-NILE22423	0
Entity	system	cluster-NILE22418	system	cluster-NILE22424	0
Entity	system	cluster-NILE22418	system	cluster-NILE22426	0
Entity	system	cluster-NILE22418	system	cluster-NILE22427	0
Entity	system	cluster-NILE22418	system	cluster-NILE22429	0
Entity	system	cluster-NILE22418	system	cluster-NILE22430	0
Entity	system	cluster-NILE22418	system	cluster-NILE22431	0
Entity	system	cluster-NILE22419	system	cluster-NILE22415	0
Entity	system	cluster-NILE22419	system	cluster-NILE22416	0
Entity	system	cluster-NILE22419	system	cluster-NILE22417	0
Entity	system	cluster-NILE22419	system	cluster-NILE22418	0
Entity	system	cluster-NILE22419	system	cluster-NILE22419	7
Entity	system	cluster-NILE22419	system	cluster-NILE22420	0
Entity	system	cluster-NILE22419	system	cluster-NILE22421	0
Entity	system	cluster-NILE22419	system	cluster-NILE22422	0
Entity	system	cluster-NILE22419	system	cluster-NILE22423	0
Entity	system	cluster-NILE22419	system	cluster-NILE22424	0
Entity	system	cluster-NILE22419	system	cluster-NILE22426	0
Entity	system	cluster-NILE22419	system	cluster-NILE22427	0
Entity	system	cluster-NILE22419	system	cluster-NILE22429	0
Entity	system	cluster-NILE22419	system	cluster-NILE22430	0
Entity	system	cluster-NILE22419	system	cluster-NILE22431	0
Entity	system	cluster-NILE22420	system	cluster-NILE22415	0
Entity	system	cluster-NILE22420	system	cluster-NILE22416	0
Entity	system	cluster-NILE22420	system	cluster-NILE22417	0
Entity	system	cluster-NILE22420	system	cluster-NILE22418	0
Entity	system	cluster-NILE22420	system	cluster-NILE22419	0
Entity	system	cluster-NILE22420	system	cluster-NILE22420	2
Entity	system	cluster-NILE22420	system	cluster-NILE22421	0
Entity	system	cluster-NILE22420	system	cluster-NILE22422	0
Entity	system	cluster-NILE22420	system	cluster-NILE22423	0
Entity	system	cluster-NILE22420	system	cluster-NILE22424	0
Entity	system	cluster-NILE22420	system	cluster-NILE22426	0
Entity	system	cluster-NILE22420	system	cluster-NILE22427	0
Entity	system	cluster-NILE22420	system	cluster-NILE22429	0
Entity	system	cluster-NILE22420	system	cluster-NILE22430	0
Entity	system	cluster-NILE22420	system	cluster-NILE22431	0
Entity	system	cluster-NILE22421	system	cluster-NILE22415	0
Entity	system	cluster-NILE22421	system	cluster-NILE22416	0
Entity	system	cluster-NILE22421	system	cluster-NILE22417	0
Entity	system	cluster-NILE22421	system	cluster-NILE22418	0
Entity	system	cluster-NILE22421	system	cluster-NILE22419	0
Entity	system	cluster-NILE22421	system	cluster-NILE22420	0
Entity	system	cluster-NILE22421	system	cluster-NILE22421	2
Entity	system	cluster-NILE22421	system	cluster-NILE22422	0
Entity	system	cluster-NILE22421	system	cluster-NILE22423	0
Entity	system	cluster-NILE22421	system	cluster-NILE22424	0
Entity	system	cluster-NILE22421	system	cluster-NILE22426	0
Entity	system	cluster-NILE22421	system	cluster-NILE22427	0
Entity	system	cluster-NILE22421	system	cluster-NILE22429	0
Entity	system	cluster-NILE22421	system	cluster-NILE22430	0
Entity	system	cluster-NILE22421	system	cluster-NILE22431	0
Entity	system	cluster-NILE22422	system	cluster-NILE22415	0
Entity	system	cluster-NILE22422	system	cluster-NILE22416	0
Entity	system	cluster-NILE22422	system	cluster-NILE22417	0
Entity	system	cluster-NILE22422	system	cluster-NILE22418	0
Entity	system	cluster-NILE22422	system	cluster-NILE22419	0
Entity	system	cluster-NILE22422	system	cluster-NILE22420	0
Entity	system	cluster-NILE22422	system	cluster-NILE22421	0
Entity	system	cluster-NILE22422	system	cluster-NILE22422	1
Entity	system	cluster-NILE22422	system	cluster-NILE22423	0
Entity	system	cluster-NILE22422	system	cluster-NILE22424	0
Entity	system	cluster-NILE22422	system	cluster-NILE22426	0
Entity	system	cluster-NILE22422	system	cluster-NILE22427	0
Entity	system	cluster-NILE22422	system	cluster-NILE22429	0
Entity	system	cluster-NILE22422	system	cluster-NILE22430	0
Entity	system	cluster-NILE22422	system	cluster-NILE22431	0
Entity	system	cluster-NILE22423	system	cluster-NILE22415	0
Entity	system	cluster-NILE22423	system	cluster-NILE22416	0
Entity	system	cluster-NILE22423	system	cluster-NILE22417	0
Entity	system	cluster-NILE22423	system	cluster-NILE22418	0
Entity	system	cluster-NILE22423	system	cluster-NILE22419	0
Entity	system	cluster-NILE22423	system	cluster-NILE22420	0
