?metatype	?subject	?predicate	?object	?predicate_justification	?argument_assertion_confidence	?predicate_justification_confidence
Event	cluster-NILV20494	Movement.TransportPerson_Destination	cluster-NILE20488	JC002YCXK:JC002YEOG:(2681,0)-(2684,0)	"1.0"	"1.0"
Event	cluster-NILV20494	Movement.TransportPerson_Origin	cluster-NILE20483	JC002YCXK:JC002YEOG:(2681,0)-(2684,0)	"1.0"	"1.0"
Event	cluster-NILV20494	Movement.TransportPerson_Origin	cluster-NILE20483	JC002YCXK:JC002YEOG:(454,0)-(457,0)	"1.0"	"1.0"
Event	cluster-NILV20494	Movement.TransportPerson_Passenger	cluster-NILE20478	JC002YCXK:JC002YEOG:(2681,0)-(2684,0)	"1.0"	"1.0"
Event	cluster-NILV20494	Movement.TransportPerson_Passenger	cluster-NILE20478	JC002YCXK:JC002YEOG:(454,0)-(457,0)	"1.0"	"1.0"
Event	cluster-NILV20495	Justice.InitiateJudicialProcess_Defendant	cluster-NILE20478	JC002YCXK:JC002YEOG:(2658,0)-(2668,0)	"1.0"	"1.0"
Event	cluster-NILV20495	Justice.InitiateJudicialProcess_Defendant	cluster-NILE20478	JC002YCXK:JC002YEOG:(483,0)-(489,0)	"1.0"	"1.0"
Event	cluster-NILV20495	Justice.InitiateJudicialProcess_Place	cluster-NILE20483	JC002YCXK:JC002YEOG:(2658,0)-(2668,0)	"1.0"	"1.0"
Event	cluster-NILV20495	Justice.InitiateJudicialProcess_Place	cluster-NILE20483	JC002YCXK:JC002YEOG:(483,0)-(489,0)	"1.0"	"1.0"
Event	cluster-NILV20496	ArtifactExistence.Shortage.Shortage_Experiencer	cluster-NILE20485	JC002YCXK:JC002YEOG:(2352,0)-(2355,0)	"1.0"	"1.0"
Event	cluster-NILV20496	ArtifactExistence.Shortage.Shortage_Place	cluster-NILE20483	JC002YCXK:JC002YEOG:(2352,0)-(2355,0)	"1.0"	"1.0"
Event	cluster-NILV20496	ArtifactExistence.Shortage.Shortage_Supply	cluster-NILE20492	JC002YCXK:JC002YEOG:(2352,0)-(2355,0)	"1.0"	"1.0"
Event	cluster-NILV20496	ArtifactExistence.Shortage.Shortage_Supply	cluster-NILE20500	JC002YCXK:JC002YEOG:(2352,0)-(2355,0)	"1.0"	"1.0"
Event	cluster-NILV20497	Life.Injure.IllnessDegredationSickness_Disease	cluster-NILE20499	JC002YCXK:JC002YEOG:(2228,0)-(2235,0)	"1.0"	"1.0"
Event	cluster-NILV20497	Life.Injure.IllnessDegredationSickness_Place	cluster-NILE20483	JC002YCXK:JC002YEOG:(2228,0)-(2235,0)	"1.0"	"1.0"
Event	cluster-NILV20499	Life.Injure.IllnessDegredationSickness_Disease	cluster-NILE20479	JC002YCXK:JC002YEOG:(1917,0)-(1927,0)	"1.0"	"1.0"
Event	cluster-NILV20499	Life.Injure.IllnessDegredationSickness_Disease	cluster-NILE20479	JC002YCXK:JC002YEOG:(2181,0)-(2191,0)	"1.0"	"1.0"
Event	cluster-NILV20499	Life.Injure.IllnessDegredationSickness_Place	cluster-NILE20482	JC002YCXK:JC002YEOG:(1580,0)-(1587,0)	"1.0"	"1.0"
Event	cluster-NILV20499	Life.Injure.IllnessDegredationSickness_Place	cluster-NILE20483	JC002YCXK:JC002YEOG:(1917,0)-(1927,0)	"1.0"	"1.0"
Event	cluster-NILV20499	Life.Injure.IllnessDegredationSickness_Place	cluster-NILE20483	JC002YCXK:JC002YEOG:(2181,0)-(2191,0)	"1.0"	"1.0"
Event	cluster-NILV20499	Life.Injure.IllnessDegredationSickness_Victim	cluster-NILE20475	JC002YCXK:JC002YEOG:(1917,0)-(1927,0)	"1.0"	"1.0"
Event	cluster-NILV20500	Life.Injure.IllnessDegredationSickness_Disease	cluster-NILE20479	JC002YCXK:JC002YEOG:(1055,0)-(1065,0)	"1.0"	"1.0"
Event	cluster-NILV20500	Life.Injure.IllnessDegredationSickness_Disease	cluster-NILE20479	JC002YCXK:JC002YEOG:(342,0)-(352,0)	"1.0"	"1.0"
Event	cluster-NILV20500	Life.Injure.IllnessDegredationSickness_Disease	cluster-NILE20479	JC002YCXK:JC002YEOG:(692,0)-(702,0)	"1.0"	"1.0"
Event	cluster-NILV20500	Life.Injure.IllnessDegredationSickness_Place	cluster-NILE20482	JC002YCXK:JC002YEOG:(342,0)-(352,0)	"1.0"	"1.0"
Event	cluster-NILV20500	Life.Injure.IllnessDegredationSickness_Place	cluster-NILE20483	JC002YCXK:JC002YEOG:(1055,0)-(1065,0)	"1.0"	"1.0"
Event	cluster-NILV20500	Life.Injure.IllnessDegredationSickness_Place	cluster-NILE20483	JC002YCXK:JC002YEOG:(692,0)-(702,0)	"1.0"	"1.0"
Event	cluster-NILV20500	Life.Injure.IllnessDegredationSickness_Victim	cluster-NILE20474	JC002YCXK:JC002YEOG:(692,0)-(702,0)	"1.0"	"1.0"
Event	cluster-NILV20500	Life.Injure.IllnessDegredationSickness_Victim	cluster-NILE20477	JC002YCXK:JC002YEOG:(1055,0)-(1065,0)	"1.0"	"1.0"
Event	cluster-NILV20500	Life.Injure.IllnessDegredationSickness_Victim	cluster-NILE20477	JC002YCXK:JC002YEOG:(342,0)-(352,0)	"1.0"	"1.0"
Event	cluster-NILV20501	Life.Injure.IllnessDegredationSickness_Disease	cluster-NILE20507	JC002YCXK:JC002YEOG:(616,0)-(632,0)	"1.0"	"1.0"
Event	cluster-NILV20501	Life.Injure.IllnessDegredationSickness_Place	cluster-NILE20483	JC002YCXK:JC002YEOG:(616,0)-(632,0)	"1.0"	"1.0"
Event	cluster-NILV20501	Life.Injure.IllnessDegredationSickness_Victim	cluster-NILE20477	JC002YCXK:JC002YEOG:(616,0)-(632,0)	"1.0"	"1.0"
Event	cluster-NILV20502	Life.Injure.IllnessDegredationSickness_Disease	cluster-NILE20508	JC002YCXK:JC002YEOG:(221,0)-(227,0)	"1.0"	"1.0"
Event	cluster-NILV20502	Life.Injure.IllnessDegredationSickness_Disease	cluster-NILE20509	JC002YCXK:JC002YEOG:(983,0)-(989,0)	"1.0"	"1.0"
Event	cluster-NILV20502	Life.Injure.IllnessDegredationSickness_Place	cluster-NILE20482	JC002YCXK:JC002YEOG:(221,0)-(227,0)	"1.0"	"1.0"
Event	cluster-NILV20502	Life.Injure.IllnessDegredationSickness_Place	cluster-NILE20483	JC002YCXK:JC002YEOG:(983,0)-(989,0)	"1.0"	"1.0"
Event	cluster-NILV20502	Life.Injure.IllnessDegredationSickness_Victim	cluster-NILE20477	JC002YCXK:JC002YEOG:(221,0)-(227,0)	"1.0"	"1.0"
Event	cluster-NILV20502	Life.Injure.IllnessDegredationSickness_Victim	cluster-NILE20477	JC002YCXK:JC002YEOG:(983,0)-(989,0)	"1.0"	"1.0"
Relation	cluster-NILR20494	Measurement.Size.Count_EntityOrFiller	cluster-NILE20477	JC002YCXK:JC002YEOG:(240,0)-(244,0)	"1.0"	"1.0"
Relation	cluster-NILR20494	Measurement.Size.Count_EntityOrFiller	cluster-NILE20477	JC002YCXK:JC002YEOG:(646,0)-(650,0)	"1.0"	"1.0"
Relation	cluster-NILR20494	Measurement.Size.Count_Measurement	cluster-NILE20476	JC002YCXK:JC002YEOG:(240,0)-(244,0)	"1.0"	"1.0"
Relation	cluster-NILR20494	Measurement.Size.Count_Measurement	cluster-NILE20476	JC002YCXK:JC002YEOG:(646,0)-(650,0)	"1.0"	"1.0"
Relation	cluster-NILR20495	Measurement.Size.Count_EntityOrFiller	cluster-NILE20475	JC002YCXK:JC002YEOG:(1852,0)-(1877,0)	"1.0"	"1.0"
Relation	cluster-NILR20495	Measurement.Size.Count_Measurement	cluster-NILE20475	JC002YCXK:JC002YEOG:(1852,0)-(1877,0)	"1.0"	"1.0"
Relation	cluster-NILR20496	Measurement.Size.Count_EntityOrFiller	cluster-NILE20489	JC002YCXK:JC002YEOG:(1698,0)-(1700,0)	"1.0"	"1.0"
Relation	cluster-NILR20496	Measurement.Size.Count_Measurement	cluster-NILE20491	JC002YCXK:JC002YEOG:(1698,0)-(1700,0)	"1.0"	"1.0"
Relation	cluster-NILR20497	Measurement.Size.Count_Measurement	cluster-NILE20505	JC002YCXK:JC002YEOG:(635,0)-(637,0)	"1.0"	"1.0"
