metatype	system_or_gold1	cluster1	system_or_gold2	cluster2	similarity
Entity	system	cluster-NILE20705	system	cluster-NILE20705	1
Entity	system	cluster-NILE20705	system	cluster-NILE20706	0
Entity	system	cluster-NILE20705	system	cluster-NILE20707	0
Entity	system	cluster-NILE20705	system	cluster-NILE20708	0
Entity	system	cluster-NILE20705	system	cluster-NILE20709	0
Entity	system	cluster-NILE20705	system	cluster-NILE20710	0
Entity	system	cluster-NILE20705	system	cluster-NILE20711	0
Entity	system	cluster-NILE20705	system	cluster-NILE20712	0
Entity	system	cluster-NILE20705	system	cluster-NILE20713	0
Entity	system	cluster-NILE20705	system	cluster-NILE20714	0
Entity	system	cluster-NILE20705	system	cluster-NILE20715	0
Entity	system	cluster-NILE20705	system	cluster-NILE20716	0
Entity	system	cluster-NILE20705	system	cluster-NILE20717	0
Entity	system	cluster-NILE20705	system	cluster-NILE20718	0
Entity	system	cluster-NILE20705	system	cluster-NILE20719	0
Entity	system	cluster-NILE20705	system	cluster-NILE20720	0
Entity	system	cluster-NILE20705	system	cluster-NILE20721	0
Entity	system	cluster-NILE20705	system	cluster-NILE20722	0
Entity	system	cluster-NILE20705	system	cluster-NILE20723	0
Entity	system	cluster-NILE20705	system	cluster-NILE20724	0
Entity	system	cluster-NILE20706	system	cluster-NILE20705	0
Entity	system	cluster-NILE20706	system	cluster-NILE20706	5
Entity	system	cluster-NILE20706	system	cluster-NILE20707	0
Entity	system	cluster-NILE20706	system	cluster-NILE20708	0
Entity	system	cluster-NILE20706	system	cluster-NILE20709	0
Entity	system	cluster-NILE20706	system	cluster-NILE20710	0
Entity	system	cluster-NILE20706	system	cluster-NILE20711	0
Entity	system	cluster-NILE20706	system	cluster-NILE20712	0
Entity	system	cluster-NILE20706	system	cluster-NILE20713	0
Entity	system	cluster-NILE20706	system	cluster-NILE20714	0
Entity	system	cluster-NILE20706	system	cluster-NILE20715	0
Entity	system	cluster-NILE20706	system	cluster-NILE20716	0
Entity	system	cluster-NILE20706	system	cluster-NILE20717	0
Entity	system	cluster-NILE20706	system	cluster-NILE20718	0
Entity	system	cluster-NILE20706	system	cluster-NILE20719	0
Entity	system	cluster-NILE20706	system	cluster-NILE20720	0
Entity	system	cluster-NILE20706	system	cluster-NILE20721	0
Entity	system	cluster-NILE20706	system	cluster-NILE20722	0
