?docid	?edge_type	?is_assertion_negated	?object_cluster	?objectmo	?objectmo_metatype	?is_objectmo_negated	?oinf_j_span	?object_type	?subject_cluster	?subjectmo	?subjectmo_metatype	?is_subjectmo_negated	?sinf_j_span	?subject_type	?ej_span	?objectc_handle	?edge_cj_cv	?oinf_j_cv	?obcm_cv	?sinf_j_cv	?sbcm_cv
L0C04CWFV	A0	NotNegated	<https://raw.githubusercontent.com/NextCenturyCorporation/AIDA-Interchange-Format/master/java/src/main/resources/com/ncc/aif/ontologies/LdcAnnotations#cluster-NILCEML0C04CWFV.000575>	<https://raw.githubusercontent.com/NextCenturyCorporation/AIDA-Interchange-Format/master/java/src/main/resources/com/ncc/aif/ontologies/LdcAnnotations#cluster-NILCEML0C04CWFV.000575-prototype>	<https://raw.githubusercontent.com/NextCenturyCorporation/AIDA-Interchange-Format/master/java/src/main/resources/com/ncc/aif/ontologies/InterchangeOntology#Entity>	NotNegated	L0C04CWFV:L0C04D4EO:(0,0)-(0,0)	Q901	<https://raw.githubusercontent.com/NextCenturyCorporation/AIDA-Interchange-Format/master/java/src/main/resources/com/ncc/aif/ontologies/LdcAnnotations#cluster-NILCRML0C04CWFV.000757>	<https://raw.githubusercontent.com/NextCenturyCorporation/AIDA-Interchange-Format/master/java/src/main/resources/com/ncc/aif/ontologies/LdcAnnotations#cluster-NILCRML0C04CWFV.000757-prototype>	<https://raw.githubusercontent.com/NextCenturyCorporation/AIDA-Interchange-Format/master/java/src/main/resources/com/ncc/aif/ontologies/InterchangeOntology#Relation>	NotNegated	NULL	P108	L0C04CWFV:L0C04D4EO:(0,0)-(0,0)	Nadezhda Izmozherova	1.0E0	1.0E0	"1.0"	"1.0"	"1.0"
L0C04CWFV	A1	NotNegated	<https://raw.githubusercontent.com/NextCenturyCorporation/AIDA-Interchange-Format/master/java/src/main/resources/com/ncc/aif/ontologies/LdcAnnotations#cluster-NILCEML0C04CWFV.000779>	<https://raw.githubusercontent.com/NextCenturyCorporation/AIDA-Interchange-Format/master/java/src/main/resources/com/ncc/aif/ontologies/LdcAnnotations#cluster-NILCEML0C04CWFV.000779-prototype>	<https://raw.githubusercontent.com/NextCenturyCorporation/AIDA-Interchange-Format/master/java/src/main/resources/com/ncc/aif/ontologies/InterchangeOntology#Entity>	NotNegated	L0C04CWFV:L0C04D4EO:(0,0)-(0,0)	Q43229	<https://raw.githubusercontent.com/NextCenturyCorporation/AIDA-Interchange-Format/master/java/src/main/resources/com/ncc/aif/ontologies/LdcAnnotations#cluster-NILCRML0C04CWFV.000757>	<https://raw.githubusercontent.com/NextCenturyCorporation/AIDA-Interchange-Format/master/java/src/main/resources/com/ncc/aif/ontologies/LdcAnnotations#cluster-NILCRML0C04CWFV.000757-prototype>	<https://raw.githubusercontent.com/NextCenturyCorporation/AIDA-Interchange-Format/master/java/src/main/resources/com/ncc/aif/ontologies/InterchangeOntology#Relation>	NotNegated	NULL	P108	L0C04CWFV:L0C04D4EO:(0,0)-(0,0)	Ural State Medical University	1.0E0	1.0E0	"1.0"	"1.0"	"1.0"
L0C04CWFV	A0	NotNegated	<https://raw.githubusercontent.com/NextCenturyCorporation/AIDA-Interchange-Format/master/java/src/main/resources/com/ncc/aif/ontologies/LdcAnnotations#cluster-NILCEML0C04CWFV.000575>	<https://raw.githubusercontent.com/NextCenturyCorporation/AIDA-Interchange-Format/master/java/src/main/resources/com/ncc/aif/ontologies/LdcAnnotations#cluster-NILCEML0C04CWFV.000575-prototype>	<https://raw.githubusercontent.com/NextCenturyCorporation/AIDA-Interchange-Format/master/java/src/main/resources/com/ncc/aif/ontologies/InterchangeOntology#Entity>	NotNegated	L0C04CWFV:L0C04D4EO:(0,0)-(0,0)	Q901	<https://raw.githubusercontent.com/NextCenturyCorporation/AIDA-Interchange-Format/master/java/src/main/resources/com/ncc/aif/ontologies/LdcAnnotations#cluster-NILCRML0C04CWFV.000792>	<https://raw.githubusercontent.com/NextCenturyCorporation/AIDA-Interchange-Format/master/java/src/main/resources/com/ncc/aif/ontologies/LdcAnnotations#cluster-NILCRML0C04CWFV.000792-prototype>	<https://raw.githubusercontent.com/NextCenturyCorporation/AIDA-Interchange-Format/master/java/src/main/resources/com/ncc/aif/ontologies/InterchangeOntology#Relation>	NotNegated	NULL	P463	L0C04CWFV:L0C04D4EO:(0,0)-(0,0)	Nadezhda Izmozherova	1.0E0	1.0E0	"1.0"	"1.0"	"1.0"
L0C04CWFV	A1	NotNegated	<https://raw.githubusercontent.com/NextCenturyCorporation/AIDA-Interchange-Format/master/java/src/main/resources/com/ncc/aif/ontologies/LdcAnnotations#cluster-NILCEML0C04CWFV.000774>	<https://raw.githubusercontent.com/NextCenturyCorporation/AIDA-Interchange-Format/master/java/src/main/resources/com/ncc/aif/ontologies/LdcAnnotations#cluster-NILCEML0C04CWFV.000774-prototype>	<https://raw.githubusercontent.com/NextCenturyCorporation/AIDA-Interchange-Format/master/java/src/main/resources/com/ncc/aif/ontologies/InterchangeOntology#Entity>	NotNegated	L0C04CWFV:L0C04D4EO:(0,0)-(0,0)	Q988108	<https://raw.githubusercontent.com/NextCenturyCorporation/AIDA-Interchange-Format/master/java/src/main/resources/com/ncc/aif/ontologies/LdcAnnotations#cluster-NILCRML0C04CWFV.000792>	<https://raw.githubusercontent.com/NextCenturyCorporation/AIDA-Interchange-Format/master/java/src/main/resources/com/ncc/aif/ontologies/LdcAnnotations#cluster-NILCRML0C04CWFV.000792-prototype>	<https://raw.githubusercontent.com/NextCenturyCorporation/AIDA-Interchange-Format/master/java/src/main/resources/com/ncc/aif/ontologies/InterchangeOntology#Relation>	NotNegated	NULL	P463	L0C04CWFV:L0C04D4EO:(0,0)-(0,0)	Association of Clinical Pharmacologists of Russia	1.0E0	1.0E0	"1.0"	"1.0"	"1.0"
L0C04CWFV	A0	NotNegated	<https://raw.githubusercontent.com/NextCenturyCorporation/AIDA-Interchange-Format/master/java/src/main/resources/com/ncc/aif/ontologies/LdcAnnotations#cluster-NILCEML0C04CWFV.000575>	<https://raw.githubusercontent.com/NextCenturyCorporation/AIDA-Interchange-Format/master/java/src/main/resources/com/ncc/aif/ontologies/LdcAnnotations#cluster-NILCEML0C04CWFV.000575-prototype>	<https://raw.githubusercontent.com/NextCenturyCorporation/AIDA-Interchange-Format/master/java/src/main/resources/com/ncc/aif/ontologies/InterchangeOntology#Entity>	NotNegated	L0C04CWFV:L0C04D4EO:(0,0)-(0,0)	Q901	<https://raw.githubusercontent.com/NextCenturyCorporation/AIDA-Interchange-Format/master/java/src/main/resources/com/ncc/aif/ontologies/LdcAnnotations#cluster-NILCRML0C04CWFV.000812>	<https://raw.githubusercontent.com/NextCenturyCorporation/AIDA-Interchange-Format/master/java/src/main/resources/com/ncc/aif/ontologies/LdcAnnotations#cluster-NILCRML0C04CWFV.000812-prototype>	<https://raw.githubusercontent.com/NextCenturyCorporation/AIDA-Interchange-Format/master/java/src/main/resources/com/ncc/aif/ontologies/InterchangeOntology#Relation>	NotNegated	NULL	P463	L0C04CWFV:L0C04D4EO:(0,0)-(0,0)	Nadezhda Izmozherova	1.0E0	1.0E0	"1.0"	"1.0"	"1.0"
L0C04CWFV	A1	NotNegated	<https://raw.githubusercontent.com/NextCenturyCorporation/AIDA-Interchange-Format/master/java/src/main/resources/com/ncc/aif/ontologies/LdcAnnotations#cluster-NILCEML0C04CWFV.000769>	<https://raw.githubusercontent.com/NextCenturyCorporation/AIDA-Interchange-Format/master/java/src/main/resources/com/ncc/aif/ontologies/LdcAnnotations#cluster-NILCEML0C04CWFV.000769-prototype>	<https://raw.githubusercontent.com/NextCenturyCorporation/AIDA-Interchange-Format/master/java/src/main/resources/com/ncc/aif/ontologies/InterchangeOntology#Entity>	NotNegated	L0C04CWFV:L0C04D4EO:(0,0)-(0,0)	Q988108	<https://raw.githubusercontent.com/NextCenturyCorporation/AIDA-Interchange-Format/master/java/src/main/resources/com/ncc/aif/ontologies/LdcAnnotations#cluster-NILCRML0C04CWFV.000812>	<https://raw.githubusercontent.com/NextCenturyCorporation/AIDA-Interchange-Format/master/java/src/main/resources/com/ncc/aif/ontologies/LdcAnnotations#cluster-NILCRML0C04CWFV.000812-prototype>	<https://raw.githubusercontent.com/NextCenturyCorporation/AIDA-Interchange-Format/master/java/src/main/resources/com/ncc/aif/ontologies/InterchangeOntology#Relation>	NotNegated	NULL	P463	L0C04CWFV:L0C04D4EO:(0,0)-(0,0)	Russian National Society of Pharmacologists	1.0E0	1.0E0	"1.0"	"1.0"	"1.0"
L0C04CWFV	EMPTY_REF	NotNegated	<https://raw.githubusercontent.com/NextCenturyCorporation/AIDA-Interchange-Format/master/java/src/main/resources/com/ncc/aif/ontologies/LdcAnnotations#cluster-NILCEML0C04CWFV.000458>	<https://raw.githubusercontent.com/NextCenturyCorporation/AIDA-Interchange-Format/master/java/src/main/resources/com/ncc/aif/ontologies/LdcAnnotations#cluster-NILCEML0C04CWFV.000458-prototype>	<https://raw.githubusercontent.com/NextCenturyCorporation/AIDA-Interchange-Format/master/java/src/main/resources/com/ncc/aif/ontologies/InterchangeOntology#Entity>	NotNegated	L0C04CWFV:L0C04D4EO:(0,0)-(0,0)	Q169872	<https://raw.githubusercontent.com/NextCenturyCorporation/AIDA-Interchange-Format/master/java/src/main/resources/com/ncc/aif/ontologies/LdcAnnotations#cluster-NILCVML0C04CWFV.000416>	<https://raw.githubusercontent.com/NextCenturyCorporation/AIDA-Interchange-Format/master/java/src/main/resources/com/ncc/aif/ontologies/LdcAnnotations#cluster-NILCVML0C04CWFV.000416-prototype>	<https://raw.githubusercontent.com/NextCenturyCorporation/AIDA-Interchange-Format/master/java/src/main/resources/com/ncc/aif/ontologies/InterchangeOntology#Event>	NotNegated	NULL	Q177719	L0C04CWFV:L0C04D4EO:(0,0)-(0,0)	chest pain	1.0E0	1.0E0	"1.0"	"1.0"	"1.0"
L0C04CWFV	EMPTY_REF	NotNegated	<https://raw.githubusercontent.com/NextCenturyCorporation/AIDA-Interchange-Format/master/java/src/main/resources/com/ncc/aif/ontologies/LdcAnnotations#cluster-NILCEML0C04CWFV.000448>	<https://raw.githubusercontent.com/NextCenturyCorporation/AIDA-Interchange-Format/master/java/src/main/resources/com/ncc/aif/ontologies/LdcAnnotations#cluster-NILCEML0C04CWFV.000448-prototype>	<https://raw.githubusercontent.com/NextCenturyCorporation/AIDA-Interchange-Format/master/java/src/main/resources/com/ncc/aif/ontologies/InterchangeOntology#Entity>	NotNegated	L0C04CWFV:L0C04D4EO:(0,0)-(0,0)	Q169872	<https://raw.githubusercontent.com/NextCenturyCorporation/AIDA-Interchange-Format/master/java/src/main/resources/com/ncc/aif/ontologies/LdcAnnotations#cluster-NILCVML0C04CWFV.000416>	<https://raw.githubusercontent.com/NextCenturyCorporation/AIDA-Interchange-Format/master/java/src/main/resources/com/ncc/aif/ontologies/LdcAnnotations#cluster-NILCVML0C04CWFV.000416-prototype>	<https://raw.githubusercontent.com/NextCenturyCorporation/AIDA-Interchange-Format/master/java/src/main/resources/com/ncc/aif/ontologies/InterchangeOntology#Event>	NotNegated	NULL	Q177719	L0C04CWFV:L0C04D4EO:(0,0)-(0,0)	vomiting	1.0E0	1.0E0	"1.0"	"1.0"	"1.0"
L0C04CWFV	EMPTY_REF	NotNegated	<https://raw.githubusercontent.com/NextCenturyCorporation/AIDA-Interchange-Format/master/java/src/main/resources/com/ncc/aif/ontologies/LdcAnnotations#cluster-NILCEML0C04CWFV.000428>	<https://raw.githubusercontent.com/NextCenturyCorporation/AIDA-Interchange-Format/master/java/src/main/resources/com/ncc/aif/ontologies/LdcAnnotations#cluster-NILCEML0C04CWFV.000428-prototype>	<https://raw.githubusercontent.com/NextCenturyCorporation/AIDA-Interchange-Format/master/java/src/main/resources/com/ncc/aif/ontologies/InterchangeOntology#Entity>	NotNegated	L0C04CWFV:L0C04D4EO:(0,0)-(0,0)	Q169872	<https://raw.githubusercontent.com/NextCenturyCorporation/AIDA-Interchange-Format/master/java/src/main/resources/com/ncc/aif/ontologies/LdcAnnotations#cluster-NILCVML0C04CWFV.000416>	<https://raw.githubusercontent.com/NextCenturyCorporation/AIDA-Interchange-Format/master/java/src/main/resources/com/ncc/aif/ontologies/LdcAnnotations#cluster-NILCVML0C04CWFV.000416-prototype>	<https://raw.githubusercontent.com/NextCenturyCorporation/AIDA-Interchange-Format/master/java/src/main/resources/com/ncc/aif/ontologies/InterchangeOntology#Event>	NotNegated	NULL	Q177719	L0C04CWFV:L0C04D4EO:(0,0)-(0,0)	increase in uric acid	1.0E0	1.0E0	"1.0"	"1.0"	"1.0"
L0C04CWFV	A1_ppt_theme_patient	NotNegated	<https://raw.githubusercontent.com/NextCenturyCorporation/AIDA-Interchange-Format/master/java/src/main/resources/com/ncc/aif/ontologies/LdcAnnotations#cluster-NILCEML0C04CWFV.000500>	<https://raw.githubusercontent.com/NextCenturyCorporation/AIDA-Interchange-Format/master/java/src/main/resources/com/ncc/aif/ontologies/LdcAnnotations#cluster-NILCEML0C04CWFV.000500-prototype>	<https://raw.githubusercontent.com/NextCenturyCorporation/AIDA-Interchange-Format/master/java/src/main/resources/com/ncc/aif/ontologies/InterchangeOntology#Entity>	NotNegated	L0C04CWFV:L0C04D4EO:(0,0)-(0,0)	Q215627	<https://raw.githubusercontent.com/NextCenturyCorporation/AIDA-Interchange-Format/master/java/src/main/resources/com/ncc/aif/ontologies/LdcAnnotations#cluster-NILCVML0C04CWFV.000416>	<https://raw.githubusercontent.com/NextCenturyCorporation/AIDA-Interchange-Format/master/java/src/main/resources/com/ncc/aif/ontologies/LdcAnnotations#cluster-NILCVML0C04CWFV.000416-prototype>	<https://raw.githubusercontent.com/NextCenturyCorporation/AIDA-Interchange-Format/master/java/src/main/resources/com/ncc/aif/ontologies/InterchangeOntology#Event>	NotNegated	NULL	Q177719	L0C04CWFV:L0C04D4EO:(0,0)-(0,0)	patients with COVID-19 receiving favipiravir	1.0E0	1.0E0	"1.0"	"1.0"	"1.0"
