?metatype	?subject	?predicate	?object	?predicate_justification	?argument_assertion_confidence	?predicate_justification_confidence
Event	cluster-NILV20066	Disaster.AccidentCrash.AccidentCrash_CrashObject	cluster-NILE20071	IC001V9U9:IC001VBJM:(1448,0)-(1454,0)	"1.0"	"1.0"
Event	cluster-NILV20066	Disaster.AccidentCrash.AccidentCrash_CrashObject	cluster-NILE20071	IC001V9U9:IC001VBJM:(2657,0)-(2664,0)	"1.0"	"1.0"
Event	cluster-NILV20066	Disaster.AccidentCrash.AccidentCrash_Vehicle	cluster-NILE20130	IC001V9U9:IC001VBJM:(1448,0)-(1454,0)	"1.0"	"1.0"
Event	cluster-NILV20066	Disaster.AccidentCrash.AccidentCrash_Vehicle	cluster-NILE20130	IC001V9U9:IC001VBJM:(2657,0)-(2664,0)	"1.0"	"1.0"
Event	cluster-NILV20066	Disaster.FireExplosion.FireExplosion_FireExplosionObject	cluster-NILE20130	IC001V9U9:IC001VBJM:(2724,0)-(2731,0)	"1.0"	"1.0"
Event	cluster-NILV20066	Disaster.FireExplosion.FireExplosion_FireExplosionObject	cluster-NILE20132	IC001V9U9:IC001VBJM:(3093,0)-(3100,0)	"1.0"	"1.0"
Event	cluster-NILV20066	Disaster.FireExplosion.FireExplosion_Place	cluster-NILE20078	IC001V9U9:IC001VBJM:(2724,0)-(2731,0)	"1.0"	"1.0"
Event	cluster-NILV20067	Justice.ArrestJailDetain.ArrestJailDetain_Detainee	cluster-NILE20113	IC001V9U9:IC001VBJM:(100,0)-(107,0)	"1.0"	"1.0"
Event	cluster-NILV20067	Justice.ArrestJailDetain.ArrestJailDetain_Detainee	cluster-NILE20113	IC001V9U9:IC001VBJM:(1607,0)-(1614,0)	"1.0"	"1.0"
Event	cluster-NILV20067	Justice.ArrestJailDetain.ArrestJailDetain_Jailer	cluster-NILE20084	IC001V9U9:IC001VBJM:(1607,0)-(1614,0)	"1.0"	"1.0"
Event	cluster-NILV20067	Justice.ArrestJailDetain.ArrestJailDetain_Jailer	cluster-NILE20085	IC001V9U9:IC001VBJM:(100,0)-(107,0)	"1.0"	"1.0"
Event	cluster-NILV20068	Conflict.Attack.Bombing_Attacker	cluster-NILE20115	IC001V9U9:IC001VBJM:(4535,0)-(4540,0)	"1.0"	"1.0"
Event	cluster-NILV20068	Conflict.Attack.Bombing_Instrument	cluster-NILE20081	IC001V9U9:IC001VBJM:(4535,0)-(4540,0)	"1.0"	"1.0"
Event	cluster-NILV20068	Conflict.Attack.Bombing_Instrument	cluster-NILE20122	IC001V9U9:IC001VBJM:(4535,0)-(4540,0)	"1.0"	"1.0"
Event	cluster-NILV20068	Conflict.Attack.Bombing_Target	cluster-NILE20104	IC001V9U9:IC001VBJM:(4535,0)-(4540,0)	"1.0"	"1.0"
Event	cluster-NILV20069	Contact.MediaStatement_Communicator	cluster-NILE20104	IC001V9U9:IC001VBJM:(2992,0)-(2998,0)	"1.0"	"1.0"
Event	cluster-NILV20069	Contact.MediaStatement_Recipient	cluster-NILE20075	IC001V9U9:IC001VBJM:(2992,0)-(2998,0)	"1.0"	"1.0"
Event	cluster-NILV20070	Contact.Collaborate_Participant	cluster-NILE20097	IC001V9U9:IC001VBJM:(3465,0)-(3476,0)	"1.0"	"1.0"
Event	cluster-NILV20070	Contact.Collaborate_Participant	cluster-NILE20119	IC001V9U9:IC001VBJM:(3465,0)-(3476,0)	"1.0"	"1.0"
Event	cluster-NILV20070	Contact.Collaborate_Participant	cluster-NILE20133	IC001V9U9:IC001VBJM:(3465,0)-(3476,0)	"1.0"	"1.0"
Event	cluster-NILV20070	Contact.Collaborate_Place	cluster-NILE20066	IC001V9U9:IC001VBJM:(3465,0)-(3476,0)	"1.0"	"1.0"
Event	cluster-NILV20070	Contact.Collaborate_Place	cluster-NILE20067	IC001V9U9:IC001VBJM:(3465,0)-(3476,0)	"1.0"	"1.0"
Event	cluster-NILV20071	Contact.MediaStatement_Communicator	cluster-NILE20096	IC001V9U9:IC001VBJM:(3865,0)-(3868,0)	"1.0"	"1.0"
Event	cluster-NILV20072	Contact.MediaStatement_Communicator	cluster-NILE20118	IC001V9U9:IC001VBJM:(4425,0)-(4428,0)	"1.0"	"1.0"
Event	cluster-NILV20073	Contact.Collaborate_Participant	cluster-NILE20133	IC001V9U9:IC001VBJM:(391,0)-(399,0)	"1.0"	"1.0"
Event	cluster-NILV20073	Contact.Collaborate_Place	cluster-NILE20066	IC001V9U9:IC001VBJM:(391,0)-(399,0)	"1.0"	"1.0"
Event	cluster-NILV20073	Contact.Collaborate_Place	cluster-NILE20067	IC001V9U9:IC001VBJM:(391,0)-(399,0)	"1.0"	"1.0"
